Alpha_0_25__Dr_0_1__H_0_25,Alpha_0_25__Dr_0_5__H_0_25,Alpha_0_25__Dr_0__H_0_25,Alpha_0_25__Dr_100__H_0_25,Alpha_0_25__Dr_10__H_0_25,Alpha_0_25__Dr_1__H_0_25,Alpha_0_25__Dr_5__H_0_25
0,0,0,0,0,0,0
0.00387492259754614,-0.00640594510358931,0.0011699113161612,-0.00582117199537813,-0.00186475434241193,-0.0059777316198895,-0.00481588442730182
0.0031792244042864,-0.00362147158249752,0.0011699113161612,0.00326890449611695,0.000242318728734803,-0.00323423750091256,-0.00529205913094717
0.00403433460228083,-0.0047964901079971,0.0011699113161612,-0.00582883185244435,-0.00290646182574741,-0.00627246998959579,0.00114115812753606
0.00385980247047284,-0.0050364037533628,0.0011699113161612,-0.000346572202117225,0.00942026025968169,-0.00227521488187198,0.00103025799014633
0.00290022610380599,-0.00520329459433003,0.0011699113161612,0.000808245123358421,-0.00280958894846228,0.00216990559124764,0.00640323663224649
0.0023571238676397,-0.00332185974499308,0.0011699113161612,-0.009972817050359,-0.00699371298986601,-0.00053523792135836,0.00937012635965431
0.00245320697017318,-0.00509353682894331,0.0011699113161612,0.00702125403786616,-0.0114655650336241,0.00431338132793716,0.00455312452072497
0.00177281607158667,-0.00701053542939417,0.0011699113161612,0.00227645027304454,0.00287071784051031,0.000401734044806462,0.00157582179730377
0.00297280551051699,-0.00655999494405284,0.0011699113161612,0.0036045910792431,-0.00848874844066554,0.00399322225598272,0.00170608879239809
0.00278022906501515,-0.00476424119677687,0.0011699113161612,-0.00063071776023111,-0.000277129206768622,0.00228994514291378,-0.00767427469929082
0.00201025861131259,-0.00219035064181243,0.0011699113161612,0.00273982897073623,0.00168844575964878,0.00206192350700254,0.00170296126200073
0.00288505843974902,-0.00443760050905916,0.0011699113161612,-0.0133898804332884,0.00237795827663896,0.00488714310558195,0.000459201477199394
0.00226237542269825,-0.00729513086489236,0.0011699113161612,-0.000905353238743717,0.00237481246310074,0.00360913419628436,0.00253341307736734
0.00274267965814371,-0.00621649584687921,0.0011699113161612,-0.00536191574082077,0.00543962931632152,0.00464995812172585,-0.00512852093944252
0.00348718573438252,-0.0086219886010117,0.0011699113161612,-0.00130424933523343,0.00402243230967719,0.0090447411866663,-0.00809427147650731
0.00286100399837605,-0.00683820171045378,0.0011699113161612,-0.00680466610036441,0.00583253314918923,0.00905706938537128,-0.00168337561072374
0.00304875749775286,-0.00722965020587142,0.0011699113161612,0.00177474498473505,0.0100303757575026,0.00661688167402846,-0.00498085580825964
0.00438651703069418,-0.00798758977381721,0.0011699113161612,0.00922472009859054,0.0117910092765801,0.00449831708779812,-0.0126119265927902
0.00438021172621279,-0.00762278358285488,0.0011699113161612,0.00543707458252833,0.00660420502924318,0.00373416015212838,-0.0133040356283169
0.00420646513782087,-0.00505829967075009,0.0011699113161612,-0.00157471582129689,0.00108051665692144,0.00150475555058134,-0.00582262812680135
0.00367998675388769,-0.00531483243351177,0.0011699113161612,-0.00196683014115076,-0.00365443278770963,0.000452651177596511,-0.0021521946507619
0.00251626483947942,-0.0057765844182703,0.0011699113161612,0.00140563399387106,-0.00653779318728092,-0.000506957967614491,0.00274639345913465
0.00221615412239112,-0.0041967177999134,0.0011699113161612,-0.00530928846952205,-0.00472031336715202,0.000895214191899938,0.00732041863478485
0.0026345716131242,-0.00471279905316735,0.0011699113161612,0.00520441745786034,-0.00017734988200113,-9.60860231569875e-06,0.00832304319750636
0.00291493476418561,-0.00338028574675975,0.0011699113161612,0.00259829161572554,-0.00505957772461017,0.00018460462446735,0.006804878418262
0.00150063426388674,-0.00268154079674783,0.0011699113161612,-0.00656981279870074,0.00530042939224863,-0.00025160200601519,0.00257223100550081
0.00205362054972965,-0.00496941531155497,0.0011699113161612,-0.00883243189552909,0.0017430330010714,0.00268341806372418,0.000334808843167774
0.00244912134742178,-0.00438245247008533,0.0011699113161612,0.00627413477027002,-0.0056086147059882,-0.000266223591058841,0.00601974284337137
0.00232531132593793,-0.00221967812624435,0.0011699113161612,0.00969166532215876,-0.00234935796329785,4.26986415916324e-05,-0.000240231700417055
0.00249058974650262,-0.00211599128569676,0.0011699113161612,0.000401805002486715,0.00409519834285294,0.000427350866611467,0.00164768272198493
0.00172133342240862,-0.0029478900759739,0.0011699113161612,0.0032869238926287,0.00652987101065068,0.00232255182173382,0.0127484767223375
0.00165661858440892,-0.00225694779536195,0.0011699113161612,0.00453078834292227,-0.00370515878376391,0.00539552229819263,0.0129112286746893
0.000140475691853207,-0.00163636850723903,0.0011699113161612,0.00893806791062699,0.0010950402544234,-0.000247013416419796,0.00209438753310122
-0.000225251223673838,-0.00127561749779206,0.0011699113161612,-0.00410469213589797,0.00354605805732705,-0.00167865142164731,-0.000214461774589608
9.50792881639473e-05,-0.00128741340847803,0.0011699113161612,9.51449647091819e-05,0.00728761371887782,-0.00215919304277066,-0.005304275922005
-0.000551750818561724,-0.00220752034376861,0.0011699113161612,-0.00613685101309783,-0.00289515879801532,-0.00436338108079786,0.001174611034702
0.0010298809624534,-0.000880447136406368,0.0011699113161612,0.000574598993753159,0.000117782442421153,-0.00138210280970448,0.00609297583958797
0.000807812443354637,-0.00163682922812406,0.0011699113161612,-0.0067101240499381,-0.000739674808406821,-0.00329966373139431,0.00596794023779823
0.000123975718739021,-0.0027418898680185,0.0011699113161612,-0.0102603758304852,-0.00185377875201529,7.19457563561878e-05,0.00836818719087942
0.000901102783067372,-0.000308104690281588,0.0011699113161612,0.00240770141236131,0.00149060247575111,-0.0024291482857474,0.0029979211701714
0.00205828192779538,0.00198014579136108,0.0011699113161612,-0.00253639147050634,0.00306349000889199,0.000255350877284629,0.00312275057163215
0.00165322594046421,0.00257639103166875,0.0011699113161612,-0.0105631314654731,0.00280806073436347,1.01601351501242e-05,-0.000325950215162934
0.000824203718631886,0.0050401466362534,0.0011699113161612,-0.00240395667464639,-0.00120561257462817,-0.000494631220738888,-0.00798691829791926
0.00022944641671363,0.00466194325028304,0.0011699113161612,-0.00227697341607874,0.000449352521286028,-0.00196720326422592,-0.0116820201821063
-0.000244660531327036,0.00575889143639184,0.0011699113161612,0.00281171213640956,-0.000774109589624761,-0.00288425898178233,-0.00773936624587689
-0.000157825646863121,0.0060021809783717,0.0011699113161612,-0.000179604464852376,0.00417912603228848,0.000793612002030089,-0.00607406558523488
0.000140639871675768,0.00656621232846815,0.0011699113161612,0.00437687601970423,-0.00294692028605604,-0.00161844346876317,-0.00960967174258502
-0.000313978008224743,0.00419546459610935,0.0011699113161612,-0.0114166650610959,0.00262097741324497,-0.00435295133650495,0.00142820271781361
-0.000355667700059437,0.00433805050345899,0.0011699113161612,-0.00427778573671376,0.00767618397963406,-0.0016348712856327,0.000262766975414373
-0.000846329685628676,0.00420764640053843,0.0011699113161612,-0.00470360014162618,-0.00126769937173485,-0.000961142822047366,-0.000311328058322627
-0.000525160746847644,0.00565564771944877,0.0011699113161612,-0.000740218230240507,-0.0014935429403448,-0.000106856418338971,-0.00319584205896812
0.00019098074481912,0.00520813895247584,0.0011699113161612,-0.00302866112027231,0.00511978381316868,-0.000848757976515312,-0.000172810951294069
0.000322927700258286,0.00670476303416392,0.0011699113161612,-0.0019717966002202,-0.00111179200930269,-0.00101820720943235,0.00817466445891889
