theta_array,theta_org,x_array,y_array,xi_x_array,xi_y_array,fmpi_x_array,fmpi_y_array
4.25837125142232+0i,0+0i,0+0i,0+0i,0,0,0+0i,0+0i
4.23072551976937+0i,1.56134024465107+0i,-0.0463254017086335+0i,-0.0886225544459972+0i,-0,-0,-0.0463254017086335+0i,-0.0886225544459972+0i
4.20740467920798+0i,1.56124570303041+0i,-0.0947047718141256+0i,-0.176140761398584+0i,0,-0,-0.0483793701054922+0i,-0.0875182069525868+0i
4.17026690082708+0i,1.56116993233302+0i,-0.146300267685367+0i,-0.261802332746538+0i,-0,-0,-0.0515954958712417+0i,-0.0856615713479544+0i
4.12523136923078+0i,1.56106452962809+0i,-0.201699959896139+0i,-0.345054204214703+0i,0,0,-0.0553996922107718+0i,-0.0832518714681643+0i
4.12196154853601+0i,1.56095599270438+0i,-0.257371574155095+0i,-0.428124483892828+0i,0,-0,-0.0556716142589563+0i,-0.0830702796781254+0i
4.07960311634549+0i,1.56094022523541+0i,-0.316510926517348+0i,-0.508762793660415+0i,-0,0,-0.0591393523622527+0i,-0.080638309767587+0i
4.0516897917202+0i,1.56085648339708+0i,-0.37787783208496+0i,-0.587719129068385+0i,-0,-0,-0.0613669055676117+0i,-0.0789563354079698+0i
3.99018263276897+0i,1.56080748881627+0i,-0.443982013132157+0i,-0.66275403593232+0i,0,0,-0.0661041810471974+0i,-0.0750349068639346+0i
3.96340017097234+0i,1.56073841553013+0i,-0.512071866608373+0i,-0.735991812069962+0i,-0,0,-0.0680898534762159+0i,-0.0732377761376426+0i
3.96202074025969+0i,1.56071441768481+0i,-0.580262681708613+0i,-0.809135593322813+0i,0,-0,-0.0681908151002401+0i,-0.0731437812528506+0i
3.93624255690513+0i,1.5607037361559+0i,-0.650316146148731+0i,-0.880497432704496+0i,0,0,-0.0700534644401179+0i,-0.0713618393816831+0i
3.9127973284209+0i,1.5606873391553+0i,-0.722023299376928+0i,-0.95019739092477+0i,-0,0,-0.0717071532281965+0i,-0.069699958220274+0i
3.93124976761551+0i,1.56067730713548+0i,-0.792432183821481+0i,-1.02120858012248+0i,0,-0,-0.0704088844445537+0i,-0.0710111891977136+0i
3.90244974234078+0i,1.56066643354109+0i,-0.864856711597444+0i,-1.09016282420092+0i,-0,-0,-0.0724245277759622+0i,-0.0689542440784385+0i
3.92771106906642+0i,1.56065865241604+0i,-0.935516441866523+0i,-1.16092441348707+0i,0,0,-0.0706597302690797+0i,-0.0707615892861438+0i
3.92816189022254+0i,1.56064572216095+0i,-1.00614426413476+0i,-1.23171785048264+0i,-0,-0,-0.0706278222682383+0i,-0.0707934369955729+0i
3.90474753074251+0i,1.56063541987234+0i,-1.07841015859329+0i,-1.30083832862124+0i,-0,-0,-0.0722658944585242+0i,-0.0691204781386055+0i
3.93383751264028+0i,1.56062721459179+0i,-1.14863504864763+0i,-1.37203148009564+0i,0,0,-0.0702248900543407+0i,-0.0711931514743923+0i
3.89335407355869+0i,1.56061505541728+0i,-1.22168375687787+0i,-1.44032413142719+0i,-0,0,-0.073048708230244+0i,-0.0682926513315502+0i
3.91168092465621+0i,1.56060955747149+0i,-1.29346867869929+0i,-1.50994399209275+0i,-0,-0,-0.0717849218214238+0i,-0.0696198606655606+0i
3.93648968264956+0i,1.56059488621482+0i,-1.36350450565279+0i,-1.58132314130973+0i,0,-0,-0.0700358269534943+0i,-0.0713791492169821+0i
3.90170349496347+0i,1.56058412890706+0i,-1.4359804701817+0i,-1.65022331957948+0i,0,-0,-0.072475964528913+0i,-0.068900178269753+0i
3.92487647981626+0i,1.56057594531699+0i,-1.50684049635088+0i,-1.72078433354118+0i,-0,0,-0.070860026169179+0i,-0.0705610139617004+0i
3.96012537716246+0i,1.56056260409502+0i,-1.57516982290755+0i,-1.79379873713604+0i,-0,-0,-0.0683293265566652+0i,-0.0730144035948566+0i
3.94340138710807+0i,1.56055829849532+0i,-1.64471062934804+0i,-1.86566024449294+0i,0,0,-0.0695408064404897+0i,-0.0718615073569039+0i
3.91281114659757+0i,1.56054328495832+0i,-1.71641681944305+0i,-1.93536119356867+0i,-0,0,-0.0717061900950142+0i,-0.0697009490757313+0i
3.94109620970401+0i,1.56053190893551+0i,-1.78612309449543+0i,-2.00706220624159+0i,-0,-0,-0.0697062750523833+0i,-0.0717010126729148+0i
3.9282191053907+0i,1.56052181627444+0i,-1.85674686618967+0i,-2.07785968410401+0i,0,-0,-0.0706237716942355+0i,-0.0707974778624246+0i
3.89271279230943+0i,1.56051001930157+0i,-1.92983935419334+0i,-2.14610547662951+0i,-0,0,-0.0730924880036685+0i,-0.0682457925254999+0i
3.89247505521826+0i,1.56050489765979+0i,-2.0029480646875+0i,-2.2143338904311+0i,0,0,-0.073108710494161+0i,-0.0682284138015897+0i
3.93744107572076+0i,1.5604943872482+0i,-2.07291595032682+0i,-2.28577963893416+0i,0,0,-0.0699678856393266+0i,-0.0714457485030573+0i
3.91844450471167+0i,1.56047889197301+0i,-2.14422835430652+0i,-2.35588342655392+0i,0,0,-0.0713124039796954+0i,-0.0701037876197622+0i
3.94654539987399+0i,1.5604677443339+0i,-2.21354288392395+0i,-2.42796321556523+0i,-0,0,-0.0693145296174349+0i,-0.0720797890113015+0i
3.91329746630907+0i,1.56045912038259+0i,-2.28521516859536+0i,-2.49769902853089+0i,-0,0,-0.0716722846714018+0i,-0.0697358129656603+0i
3.93282856960512+0i,1.56044687539585+0i,-2.35551185272857+0i,-2.56882129086748+0i,-0,-0,-0.0702966841332111+0i,-0.0711222623365958+0i
3.917007311383+0i,1.56043567292875+0i,-2.42692493572071+0i,-2.63882251641074+0i,-0,-0,-0.0714130829921405+0i,-0.070001225543255+0i
3.9398112637916+0i,1.56042501185075+0i,-2.49672328512537+0i,-2.71043390112284+0i,-0,0,-0.0697983494046612+0i,-0.0716113847121031+0i
3.91016007859544+0i,1.56041495080794+0i,-2.56861400497855+0i,-2.77994450750051+0i,-0,-0,-0.0718907198531843+0i,-0.0695106063776671+0i
3.90329518944769+0i,1.56040429920484+0i,-2.64098020971147+0i,-2.84895995803554+0i,0,0,-0.0723662047329123+0i,-0.0690154505350376+0i
3.91595262294843+0i,1.56039483134736+0i,-2.71246708245411+0i,-2.91888582610651+0i,-0,-0,-0.07148687274264+0i,-0.0699258680709621+0i
3.95472659941875+0i,1.56038191190132+0i,-2.78118959984476+0i,-2.99153027258035+0i,0,-0,-0.0687225173906496+0i,-0.0726444464738487+0i
3.93293297217972+0i,1.56037505718038+0i,-2.85147885824757+0i,-3.06265987368413+0i,0,0,-0.0702892584028121+0i,-0.071129601103779+0i
3.90917494509196+0i,1.56035999903578+0i,-2.92343802043233+0i,-3.13209962438694+0i,0,-0,-0.0719591621847595+0i,-0.0694397507028033+0i
3.92915606273127+0i,1.56035018657511+0i,-2.99399542691978+0i,-3.20296324262482+0i,-0,-0,-0.070557406487448+0i,-0.0708636182378873+0i
3.90366934622446+0i,1.56033794839473+0i,-3.06633580398938+0i,-3.27200576463429+0i,0,-0,-0.0723403770696032+0i,-0.0690425220094662+0i
3.9202382115469+0i,1.56032941691117+0i,-3.1375223476738+0i,-3.34223735295654+0i,0,-0,-0.0711865436844248+0i,-0.0702315883222463+0i
3.93638349261004+0i,1.5603161007027+0i,-3.20756575398709+0i,-3.41360906466385+0i,0,-0,-0.0700434063132832+0i,-0.0713717117073166+0i
3.88767574798455+0i,1.56030558785611+0i,-3.28100107037647+0i,-3.48148582288632+0i,0,0,-0.0734353163893835+0i,-0.0678767582224663+0i
