theta_array,theta_org,x_array,y_array,xi_x_array,xi_y_array,fmpi_x_array,fmpi_y_array
4.12090465021326+0i,0+0i,0+0i,0+0i,0,0,0+0i,0+0i
4.12455732454354+0i,1.56098359378228+0i,-0.0554557951031442+0i,-0.0832145106906126+0i,-0,0,-0.0554557951031442+0i,-0.0832145106906126+0i
4.09611381321722+0i,1.56098146010263+0i,-0.113255752663531+0i,-0.164818217138405+0i,-0,-0,-0.0577999575603866+0i,-0.0816037064477926+0i
4.06073501216906+0i,1.56092003560138+0i,-0.173905980129373+0i,-0.244326392242237+0i,0,0,-0.0606502274658423+0i,-0.0795081751038319+0i
4.01454623791791+0i,1.56085674153218+0i,-0.238162602922424+0i,-0.320949407239244+0i,0,-0,-0.0642566227930508+0i,-0.0766230149970071+0i
3.99553492782458+0i,1.56079544470557+0i,-0.303864230083061+0i,-0.396337046733027+0i,0,0,-0.0657016271606374+0i,-0.075387639493783+0i
3.96414402621301+0i,1.56077045653098+0i,-0.371899586422948+0i,-0.469625451598359+0i,0,0,-0.068035356339886+0i,-0.0732884048653314+0i
3.93716611104829+0i,1.56074350340666+0i,-0.441887114473882+0i,-0.541051958704052+0i,-0,-0,-0.0699875280509344+0i,-0.0714265071056934+0i
3.89794576459017+0i,1.56072676454521+0i,-0.514621474986898+0i,-0.609679306028298+0i,-0,-0,-0.0727343605130157+0i,-0.0686273473242457+0i
3.94767309749863+0i,1.56072007698734+0i,-0.583854676341002+0i,-0.681837215021436+0i,0,0,-0.0692332013541043+0i,-0.0721579089931385+0i
3.9279579602563+0i,1.56070815836473+0i,-0.654496934043742+0i,-0.752616247415639+0i,0,-0,-0.0706422577027399+0i,-0.0707790323942033+0i
3.87438300941788+0i,1.56069567371528+0i,-0.728828004063043+0i,-0.819510881204798+0i,-0,0,-0.0743310700193017+0i,-0.0668946337891589+0i
3.92041014179105+0i,1.56069910660248+0i,-0.800002471761263+0i,-0.889754707608797+0i,-0,-0,-0.0711744676982192+0i,-0.0702438264039991+0i
3.92452880543182+0i,1.56067540576958+0i,-0.870887025904351+0i,-0.960291081090396+0i,-0,-0,-0.0708845541430884+0i,-0.0705363734815986+0i
3.95641146402624+0i,1.56066498991473+0i,-0.939487049752471+0i,-1.03305121253638+0i,0,-0,-0.0686000238481204+0i,-0.0727601314459871+0i
3.93651132153604+0i,1.56065929419385+0i,-1.00952133212426+0i,-1.10443187723396+0i,0,0,-0.0700342823717906+0i,-0.0713806646975797+0i
3.90462074763511+0i,1.5606449357064+0i,-1.08179598931097+0i,-1.17354319272241+0i,-0,0,-0.0722746571867049+0i,-0.0691113154884515+0i
3.92117363831396+0i,1.56063648805531+0i,-1.15291680535243+0i,-1.24384134010623+0i,0,-0,-0.0711208160414587+0i,-0.070298147383818+0i
3.93381825748768+0i,1.56062389098696+0i,-1.22314306622874+0i,-1.31503313937645+0i,0,0,-0.0702262608763184+0i,-0.0711917992702198+0i
