Alpha_0_25__Dr_0_1__H_0_01,Alpha_0_25__Dr_0_5__H_0_01,Alpha_0_25__Dr_0__H_0_01,Alpha_0_25__Dr_100__H_0_01,Alpha_0_25__Dr_10__H_0_01,Alpha_0_25__Dr_1__H_0_01,Alpha_0_25__Dr_5__H_0_01
0,0,0,0,0,0,0
-0.0152433771020507,-0.0319822207442256,-0.0314975442007439,0.0239794904521808,0.0259726061926222,-0.0126301436056194,0.00379594060114151
0.00754841517995755,0.0137572631395225,0.0162341576338632,-0.01888185729934,-0.0157351319636342,0.0226943422162044,-0.0219634230244424
-0.0184399705564192,0.00528316921824217,0.0250758500634679,0.00645819809004878,0.02267065200519,-0.0367958373805917,-0.00890906116815303
0.0274986901955574,0.0244557340044768,-0.0305626964988016,0.0141610088888101,-0.0281137060094064,0.035775696204555,0.0361537517662708
-0.00548017186282998,-0.0316201942458297,0.0059281650696809,-0.00234404865327045,0.0147004315151689,-0.0254640277262769,-0.0118262087026047
-0.00496274323014132,0.0346204047647199,-0.0311462674079574,-0.00974835924393334,-0.00135046209891144,0.00656832864998327,-0.0116403511401831
0.0140119099221182,-0.0160874972473673,0.0169479223808261,-0.0201810884328956,-0.00139047418289746,0.0139750481355436,0.00414551682403247
-0.0154991851168597,0.00873475369777047,-0.000953248001358846,-0.00416246857047617,-0.0144191296105934,-0.00627319925400329,-0.0170937590188073
0.000646469430245428,-0.0367176072867326,-0.0176378925687167,0.0245619768637439,0.0173748838576879,0.0157360379538135,0.00818980183752268
0.0131995390275887,0.0357309011398786,0.0212375841925071,-0.00730961632540782,-0.00638233939972586,-0.00778709888316411,0.0176342076878087
-0.0280814872018405,-0.0250172966684513,-0.0159059031898043,-0.00594526492402401,0.00412728522206779,-0.0046242270236291,-0.0338801742960094
0.0312633412750512,-0.00680138755384811,0.0417752979081854,0.0196227920429891,0.00298453999294042,-0.00125206811613169,0.0271048430261151
-0.0253613619133051,0.00709505370710768,-0.0248532280799937,0.00125512235998706,-0.00569471178262117,-0.00017963105213102,-0.00309329718652114
0.0267089359901631,0.0190122956200385,0.0125861351554869,-0.0152700593882341,0.00904198408770788,0.00382524359477469,-0.011743692547572
-0.0252447813370235,-0.0134215328329906,-0.000812924407841276,0.00157184493904463,0.0155031202277443,-0.00939746210046706,0.0233888839487901
0.00976350803669282,-0.000210629080906892,-0.0136997627213972,0.00108817937342242,-0.0187823212437153,0.00129303193734328,0.000504497406086265
-0.0206300664266665,0.0228925397609903,0.000589848828416468,0.0139000783878349,-0.0132744314105076,0.010636888942882,-0.00609410166913549
0.0184308650209711,-0.0270445229033344,0.0236872544205641,-0.0299466081321434,-0.00329518011038451,0.00629423718076444,0.0130402360649762
-0.0101706791819648,0.0129437004604568,-0.0310130911040437,0.0187361206516276,0.0128115316201841,-0.0163797254797307,-0.0244283987315368
0.0217696490020164,0.0336882916448332,0.0206127861418007,-0.000820105355968245,0.0107235452693415,0.0199558313900252,0.000256430960482534
-0.0230817859430208,-0.0486266018958001,-0.0231698654121014,0.00639476483468276,-0.0174149300309526,-0.0148536600950006,0.00273237795050094
0.0253818163787399,0.00324891776083109,0.0104406786911587,-0.019498787456701,0.00161186222612466,0.0184568691000679,0.0137988853952361
-0.0122475853680169,0.0302188794061589,-0.00509728807881052,-0.00133090128118403,-0.00430319541383517,-0.00423479985812035,-0.0143093876234975
-0.00024688333110591,-0.0156339848004412,0.022106315009216,0.0177893039763008,-0.00850383948406329,-0.0194650628845403,0.00646103919020473
0.0155521207211198,0.0206892683696574,-0.00117470742454858,-0.0139367624957868,0.000375886990895782,0.00362140965151968,0.000907997400674654
-0.0203173510036511,-0.0271655411315764,-0.0149444309235008,0.0184806427882312,0.0263085133130619,0.00822234296079765,-0.0203468250045706
0.0178096557402908,0.00107411516727295,-0.0136937206643827,0.000384511433458401,-0.0116723132223264,0.000822704703851244,0.0425056559191539
-0.0160227081853517,-0.0261473614798084,-0.000727178642483372,-0.020123069258494,-0.00168583149711821,-0.0145532771369912,-0.0303672204165666
-0.0138984213610127,0.0330896224855068,0.0173784935445402,0.0206722807453453,0.0193342998851528,0.00328935007408848,0.0103889021350176
0.0337862534585958,0.0159135379494181,0.0024994864081812,-0.00954181601498849,0.00277813114947864,-0.0188146824636475,0.00563266946840916
-0.00936919397459302,-0.0199475911796412,0.00499044474918352,-0.00977561259178925,-0.0256995988985363,0.0351128774248881,-0.016107226054587
0.00366653945714711,0.00404427147531684,-0.0244202694516388,-0.00156451788639901,0.0175458602066988,-0.00298460669154634,0.00552547454262184
0.00350725433369383,-0.0057556656919127,0.0222449356556163,0.0311898025509141,0.0120444587742705,-0.025879515367159,0.0215110569884383
-0.011179950363865,0.000679964254496166,-0.0137521488411642,0.00743250455788036,-0.0207778763951373,0.0308340516736963,-0.00644320615122838
0.0266111378863995,0.0114884630483248,0.00795507831955638,-0.066416330821716,-0.00898865349129561,-0.00958085112549598,-0.0358828246568719
-0.0321238146382297,-0.0184277973821556,0.0174536930543811,0.0359508457592558,0.0131573361748708,0.00535942695266317,0.0291413728370777
-0.00250166272923733,0.0368828615124434,0.00534529925178538,-0.0206389693490597,-0.00776982694870085,-0.00583626343195006,3.02062721856303e-06
0.0019793023262896,-0.0436619219006126,-0.0351264331847167,0.0328885638474279,0.020628867428546,-0.00745253190357818,-0.0162248527018743
-0.000267587191662493,0.0302369899613798,-0.015612978301319,-0.0130226017647904,-0.0100536343473454,0.0121189381156794,0.00326238427323991
-0.00757254369228564,-0.0157343957877685,0.0316770031157019,0.0224317636866629,-0.0152907868039912,-0.00168157637433719,-0.00105590317303518
0.00147313127581751,0.00435397201516215,-0.00752385736227478,-0.0325243518048811,0.00142016180628717,-0.0435929930420869,-0.00849835359216183
0.00748264155619132,-0.00635306044479146,0.0126490518322265,0.0197023557731401,0.0116937635023143,0.027407553084542,0.0121671839197193
0.00201630144951928,-0.00918671416588185,-0.010893673553706,-0.00575991141885474,-0.0181534042571814,0.0106441507519111,0.0035106297096355
0.0136108859233163,-0.00786720345815051,-0.00211456909604829,0.0100844652847656,0.00183800701733079,-0.0286649265951607,0.0263797040801342
-0.00365640362004304,0.0179936792907128,0.0211654417791836,-0.0284373608780576,0.0451540370524013,0.0226783566843014,0.000869441045261151
0.0220012043154098,-0.0107602207865719,-0.00918077970149035,-0.0121935769410867,-0.0325362929096304,0.00769757999078636,-0.0173384662260335
-0.0412809027356709,0.0189491207749981,-0.0090818037811443,0.0430017580122172,0.00499101623945136,-0.00752303898369497,-0.00855066304600941
0.0164750824744232,-0.00857822072170022,0.0308796624633254,0.000984985682094691,0.0200854040407721,0.013310333728536,0.0264899083115038
0.00938269494419773,0.0228041298642738,-0.0288291986201162,-0.0111935325282003,-0.0341985126272233,-0.0126740564942872,-0.0337794915651888
-0.0132553087859033,0.00436468986101209,0.00623415276479697,0.00175865490159468,0.0269915388833457,-0.00263702356608441,0.0136535774066416
-0.0360506482063236,-0.0272671264149279,-0.0123755230581729,-0.0191790089199171,-0.0225351545078388,-0.000550041916203266,-0.00133468920784248
