X,Y,Theta
0.513724301126049,7.27121175233742,0.711953285652853
0.482446314307278,7.44269922508902,0.685895667218193
0.542720742472261,7.44218767433781,0.674577894162307
0.614895516644111,7.33578674655443,0.714085245411681
0.776560490601989,7.39871801090773,0.736664396463678
1.10119163119033,7.53193661020818,0.795882945446097
1.11101994474875,7.60838824932438,0.782240749176481
1.24296509247701,7.6462961060781,0.803039785043011
1.36118749291209,7.58979543519686,0.790375075369268
1.43072492708762,7.60413392246044,0.765709122369686
1.63495377918942,7.64444610906176,0.769760910007915
1.724528888687,7.68548524856319,0.747549514147512
1.76559326009213,7.83398976128535,0.754452227808955
1.85813245939059,7.98249141092035,0.769961857448221
2.03198696318123,8.00908905593338,0.785186447613805
2.24992622133772,8.0566676213658,0.793558478563597
2.33387451179378,8.23450658463027,0.775991831411982
2.40792018563801,8.27636717980637,0.759596226996672
2.46143810227565,8.14405486738482,0.738234804033432
2.39753073506502,8.23663746317291,0.731934510950242
2.3523082329527,8.38358418789339,0.746876762916896
2.53051696248027,8.52962011847769,0.734817686189768
2.58345930886482,8.65935310478154,0.788388561769763
2.60365655278146,8.85003692910573,0.780442523832818
2.69185660486794,8.94242300955466,0.754086611031671
2.75659964527675,9.12469311896951,0.767114698799522
2.73235816887644,9.14221713448659,0.744459276469292
2.76031775384852,9.19020446308739,0.70242233916164
2.81369981524196,9.3895038182274,0.71523372492719
2.82359251103796,9.52180999275279,0.733898127592966
2.85936535088085,9.56534761913296,0.763434057124252
2.92939152965739,9.57598688103315,0.781762327486111
3.05388903680171,9.75325769253061,0.740642757485266
3.09889432023104,9.71497581971208,0.677199430341991
3.13939607660712,9.87002360301224,0.670536686661415
3.07578240774317,9.97980498882665,0.659013059294829
3.18346662633494,10.1948147394859,0.631159837249937
3.17159076956818,10.1749532326258,0.628991179484787
3.26287917510307,10.2553328651292,0.59996963325949
3.33044452412473,10.3245917602349,0.560468025094038
3.41136704022466,10.2923744362273,0.566708732994821
3.47731030471253,10.232576289505,0.599895853219791
3.5522268887775,10.3733877331143,0.580631027762074
3.68071770937682,10.5395112761896,0.607995819951511
3.88880266713045,10.4850682196721,0.590798671975766
3.96995830724609,10.4521246875966,0.60217307970732
4.09263638461951,10.51054018827,0.582474815114798
4.28863664602411,10.4669051930937,0.600635900923253
4.3945310937541,10.611861080711,0.600458525214087
4.5249725905619,10.5615229152274,0.59142618293076
4.63340593634892,10.5805981683371,0.573097626815339
4.85990835713039,10.5252549931074,0.561413933665414
4.83600334882003,10.5286576766028,0.541722700885058
4.84864181452871,10.637048828615,0.526341528580087
4.91596806809349,10.6844186133242,0.572582252446073
5.06160663841239,10.9048604761062,0.567298282892608
5.01046866473563,11.002197377129,0.518629612698074
5.09276221726678,11.0074143089005,0.532304492184862
5.23539688113538,11.0505560730715,0.502236793911062
5.26626197083604,11.0905584009954,0.456208563797666
5.42817471473252,11.3045000369312,0.451066302022842
5.56744064654185,11.2810328282891,0.473463471313203
5.6272430497105,11.1835141369427,0.427716274818231
5.66155384206545,11.2662201108407,0.409525698151092
5.73491277401118,11.2444185134396,0.417481004313527
5.74207829078623,11.3178927168925,0.449244654357305
5.94379781940861,11.2394921701541,0.481960350901523
5.88427134475988,11.2549508030511,0.493833715752927
5.88748570549721,11.4050805712043,0.458893681637293
5.88548161944899,11.3053983146887,0.469195553964486
5.93247071849252,11.2732092628219,0.442600826457215
6.03446404588325,11.3980043779439,0.430518319509135
6.16516415608448,11.4259124373211,0.427285428581988
6.22235175265589,11.4411280761531,0.459533141997259
6.38945791019391,11.3810248672835,0.381983192279167
6.44063968860807,11.4194316353643,0.399481709859802
6.4824434407207,11.5408829291317,0.47228813925123
6.5248701298239,11.6596642343196,0.450228479751146
6.57210836503779,11.6624162197654,0.403079715188799
6.67015543337445,11.6489271668967,0.379818314114922
6.64893132106642,11.6176692133239,0.376384301086601
6.73761411167852,11.7380992153207,0.399475206694521
6.87887073620406,11.7761380876255,0.363079611510664
7.0875268241878,11.7730059467662,0.344647805193136
7.26853878557712,11.9472111953528,0.321784114485214
7.37088842198446,11.9087746737177,0.329183803703614
7.37264992503468,11.9698102107056,0.37317554474119
7.57517384714031,11.8458567256424,0.425026272090746
7.70903807780114,11.8179115107849,0.419482136501982
7.80381430746392,11.9368969700061,0.423390636713686
7.91815625225459,11.9693203048343,0.419603802046783
8.02744760503157,12.141887566122,0.430882598035297
8.14624609650814,12.1943040398814,0.457204934707805
8.10641470675671,12.2991253147362,0.469702111800751
8.19936143235208,12.2585260297446,0.444659941102917
8.33366831806972,12.2253958962623,0.463145525159892
8.27519414742551,12.2104967764783,0.480052202182378
8.32065807163271,12.2881431024937,0.503737052698202
8.4977893294757,12.3179323295412,0.514423174248477
8.64900596245683,12.3066966472693,0.481161420800925
8.74103823999787,12.3252900780452,0.490621246614344
8.87069608454756,12.4338734743128,0.45434659587614
8.93741786451717,12.3890618940287,0.469272117430727
9.02241527976633,12.4556831656414,0.528812649328444
9.10899421807417,12.5046751150674,0.495652760081539
9.26530303347252,12.5865910024506,0.515661372523748
9.39421484175723,12.6754017307545,0.489811288670704
9.50586251942874,12.7942909070293,0.49626015294346
9.5876910620552,12.878584948712,0.47624808430244
9.67000546569784,12.8076531026355,0.444901690115612
9.84435600511655,12.9120952391914,0.418724506037975
10.0174755427205,13.0525830349339,0.391124349372328
10.0341639716683,13.0682610907695,0.378410273978952
10.086575249823,13.1150864861365,0.377524873381532
10.3194508254505,13.1953745937486,0.393194687073938
10.304294216531,13.2681640108235,0.402790717268628
10.3795044131279,13.26935055928,0.440612340989154
10.4441222207272,13.3508349576226,0.494391426061113
10.4802514039985,13.4625320501231,0.482067088990096
10.6116637339535,13.56654413851,0.449492294286515
10.6724887217449,13.838254786307,0.459432079007286
10.7377040148621,13.9301069682043,0.426275292510101
10.8080463558582,13.9783673734616,0.391416549608463
11.2110822291041,13.9943097886939,0.406816447872932
11.4810854919862,14.0080651828685,0.422420503627238
11.4610365218795,14.080060704752,0.404251744875062
11.4758286342292,14.1086580752008,0.403695778853884
11.5629085005404,14.0275873753451,0.384108894522241
11.6437367848464,14.0290498906049,0.347958660674152
11.7669133237034,14.0490953456071,0.359361503139187
11.8765429288952,14.1297335735279,0.354774558967967
12.0728756872796,14.1416723414421,0.382739833068763
12.1661189228252,14.1393357233441,0.409448476507452
12.2215629475646,14.2385187984549,0.387671126709769
12.2783345079481,14.2720885853156,0.418562794731972
12.3930671787503,14.2569508492844,0.434576939273282
12.5029545193293,14.4595509104179,0.379254320907094
12.5600569691605,14.4309207316999,0.382322319903963
12.737676838339,14.480558009492,0.327778278542515
12.7935099351331,14.5524572243027,0.358953621614206
12.8500885601474,14.6207775611204,0.327080517917624
12.9631665816821,14.6436483447203,0.317855172548283
13.0341342478435,14.807459117538,0.362623871487363
13.1332810663214,14.9314489758949,0.331195776158101
13.2250863942338,14.9955305007331,0.311736612966343
13.2718678926437,14.9450091441137,0.331875561953659
13.388664663301,14.8841990347919,0.34765747016794
13.3775879503084,14.8554983336606,0.324649040424895
13.4137202120636,14.8258834674521,0.284981377421679
13.4652885529557,14.7953317635884,0.248822224633678
13.4954233439151,14.8859756045879,0.237910537369754
13.4658270373085,14.9105958135464,0.220155159849995
13.6351895504322,15.0047224189432,0.140924345730553
13.7781404145177,15.0359813169169,0.11765890263657
13.9926484645568,14.9724506545496,0.11659226828695
13.9152382665845,15.0385377864695,0.125551873139514
14.0076971052553,15.0237388120758,0.0895363850834118
14.1119572328097,14.9930206381654,0.15933853432657
14.154629424862,15.120165881874,0.185750299262459
14.2725015514932,15.173127931971,0.206416651125371
14.401844617452,15.1838314850933,0.232863704033084
14.5158396603988,15.3389609633824,0.233185670451337
14.5712795091868,15.3247711510332,0.162091762901594
14.7480764147254,15.3075808948083,0.207556605260181
