Alpha_0__Dr_0_1__H_0_5,Alpha_0__Dr_0_5__H_0_5,Alpha_0__Dr_0__H_0_5,Alpha_0__Dr_100__H_0_5,Alpha_0__Dr_10__H_0_5,Alpha_0__Dr_1__H_0_5,Alpha_0__Dr_5__H_0_5
3.12465705062746e-14,3.00097618867787e-14,2.90040501779914e-14,3.47290780500383e-14,3.17479813155678e-14,3.05781969354073e-14,2.89422071996964e-14
3.24992539216325e-14,2.94104081599832e-14,2.87823361497398e-14,2.83544026616665e-14,2.97038569852699e-14,3.33219365439227e-14,2.93694044891018e-14
3.55121818931605e-14,3.60958833998307e-14,3.60440101025235e-14,3.6026188914755e-14,3.44167445929782e-14,3.67614196852051e-14,3.16516913431143e-14
5.78970139853216e-15,8.27360339407166e-15,1.24834966243474e-14,8.98826293535053e-15,1.29889632559088e-14,9.47604152270514e-15,1.49254137977535e-14
3.89080450484804e-14,4.05924145269108e-14,4.03771943423136e-14,3.46053535652652e-14,3.33571314283335e-14,3.76023937491697e-14,3.46381000484132e-14
3.14067720927845e-14,2.87759999778052e-14,3.41106165009462e-14,3.53911951759796e-14,3.24667921249075e-14,3.09090604532057e-14,3.14383109575569e-14
3.06636392657658e-14,2.95099815886348e-14,3.40368571901411e-14,2.8115727356474e-14,2.89695876334287e-14,2.96648625601515e-14,3.08828861189812e-14
3.93148822485041e-14,4.18313277465177e-14,3.52239066974651e-14,4.04431156955181e-14,3.70501432397799e-14,4.02468006561294e-14,3.25733308344021e-14
6.54797507956201e-15,8.42741159673611e-15,2.41879578078299e-14,1.0322581270308e-14,1.36182829719764e-14,9.73358059141438e-15,1.62019865311776e-14
4.08810384839404e-14,4.08356325576484e-14,4.11653278854789e-14,3.71678630798559e-14,3.6700551005407e-14,4.08175725861641e-14,3.24909585029758e-14
2.24626290943404e-14,2.23525912175968e-14,2.95864515620696e-14,2.48409254586019e-14,2.6783354671911e-14,2.09497513186629e-14,2.59879958898996e-14
2.2528534604885e-14,2.23848447771314e-14,2.92980511960114e-14,1.94732691664072e-14,1.93363979149129e-14,2.14031376800096e-14,2.5491163074556e-14
4.1093234098715e-14,4.34128085845777e-14,3.85286111074479e-14,4.1222681342921e-14,3.8784977757223e-14,4.22351601019476e-14,3.77146063282035e-14
1.26450366597176e-14,9.21818782382768e-15,2.65860747587534e-14,1.05767486396157e-14,1.44778134236486e-14,1.02933540237879e-14,1.67713584505158e-14
3.8358883897593e-14,4.41383403701891e-14,3.43630287334623e-14,4.05543104923028e-14,3.99770038862974e-14,4.24853961985683e-14,3.699446477421e-14
1.72624220755938e-14,1.40232778099019e-14,2.75065225534862e-14,1.50296941969502e-14,1.70512402815262e-14,1.39774083429112e-14,2.02641505183743e-14
1.70544947343096e-14,1.53610086107513e-14,2.80931593939696e-14,1.31358455993648e-14,1.65366625857884e-14,1.40909581152803e-14,1.77448130185384e-14
4.33768166026683e-14,4.34622716947217e-14,3.95202410586519e-14,4.53866688237419e-14,4.59733039814328e-14,4.26873891601303e-14,4.16057485789588e-14
1.58727419859296e-14,8.7132614392377e-15,2.8581933302284e-14,1.23082495426299e-14,1.51939064214564e-14,1.04780919162811e-14,1.74105922390011e-14
3.95531278084753e-14,4.47691582820499e-14,3.83082123208614e-14,3.84779569977347e-14,4.14673649015117e-14,4.24680378118983e-14,3.83648773279237e-14
1.63131741146522e-14,1.00359599370748e-14,2.97268023650982e-14,1.16769023599381e-14,1.5363072984986e-14,1.09328084945733e-14,1.7485566754126e-14
1.50344409992293e-14,1.14464957309834e-14,3.30152626031938e-14,1.19904499918818e-14,1.5229347799078e-14,1.09262799283904e-14,1.76399537391895e-14
4.29739346144701e-14,4.44727881998644e-14,3.92906755622864e-14,4.78069914139878e-14,4.70418242075791e-14,4.64381302284538e-14,4.51242359381968e-14
1.56585142619955e-14,9.30976005707788e-15,2.82642239784558e-14,1.25991836077286e-14,1.54366930114216e-14,1.07926759176019e-14,1.78530534842223e-14
4.48954237614143e-14,4.67014983223726e-14,4.04280182127976e-14,4.1889094209852e-14,4.1113101418579e-14,4.41995492888989e-14,3.75519681511158e-14
1.72761949205886e-14,1.1301509297128e-14,3.39332780779039e-14,1.41246766562294e-14,1.67808102989051e-14,1.28447222165602e-14,1.81520820465027e-14
1.76839448364972e-14,1.12811468333434e-14,3.40464060351011e-14,1.60377148108316e-14,1.80566155602467e-14,1.29382022287847e-14,1.9093370720385e-14
4.2648182513212e-14,4.55056462467056e-14,4.21733560454619e-14,5.00731965731651e-14,4.76897655543434e-14,4.69493755277308e-14,4.57194415547421e-14
1.75186349142089e-14,1.02655882947429e-14,3.30159830121665e-14,1.39581095770104e-14,1.64400137729296e-14,1.12360784011405e-14,1.88265864691e-14
4.53230398439349e-14,4.74074749707239e-14,4.37502658029414e-14,4.48440055418803e-14,4.38931930179146e-14,4.57584423763982e-14,4.28799265092602e-14
2.11189878802599e-14,1.45613572898587e-14,3.55005707669797e-14,1.87827389380602e-14,2.03955739545628e-14,1.69846199707699e-14,2.07936302401517e-14
2.07046007911917e-14,1.48812596067588e-14,3.58136353591287e-14,2.23323647114756e-14,2.22797610291596e-14,1.74742276566894e-14,2.31505879089941e-14
4.55242845731298e-14,4.88362186944043e-14,4.46846056544475e-14,5.06260524699251e-14,4.99235062719095e-14,5.00120426079594e-14,4.7461795644468e-14
1.84827608621403e-14,1.12297261467549e-14,3.47425444626828e-14,1.50928621449589e-14,1.66189207706366e-14,1.15965073040053e-14,1.89725702077998e-14
