X,Y,Theta,FmPi_x,FmPi_y,Xi_x,Xi_y
0,0,3.30624903653915,0,0,0,0
-0.135395120681788,-0.00586647153920916,3.20077892873548,-0.0998249003653959,-0.0059151726127628,-0.0355702203163918,4.87010735536352e-05
-0.269812499613595,-0.0241396739501361,3.35684277381613,-0.0976923001140481,-0.0213591783181556,-0.0367250788177594,0.00308597590722864
-0.397598586962721,-0.054751297777735,3.42793149758373,-0.0959284366706658,-0.0282442036163539,-0.0318576506784596,-0.00236742021124505
-0.519536643205604,-0.117111340897029,3.71767282408099,-0.0838604378670469,-0.0544740944004319,-0.0380776183758366,-0.0078859487188621
-0.625184304771005,-0.189586723410842,3.93822055422661,-0.0699121739638949,-0.0715002652557464,-0.0357354876015059,-0.000975117258066854
-0.735185338544101,-0.257777234323188,3.76223834390754,-0.0813503118251707,-0.0581560552818663,-0.0286507219479254,-0.0100344556304792
-0.865778733795317,-0.322129632210317,3.73808355002902,-0.0827311918250377,-0.0561742814747889,-0.0478622034261788,-0.00817811641234049
-0.97671708601552,-0.394996845774136,3.96937587254001,-0.0676509932802048,-0.0736433507399119,-0.0432873589399976,0.000776137176093077
-1.06677681962812,-0.47002794258511,4.02221567354084,-0.0636670834874709,-0.0771135687165327,-0.0263926501251249,0.00208247190555914
-1.19095263233725,-0.524996839210267,3.67015156819715,-0.0863534691068847,-0.0504289438041915,-0.03782234360225,-0.00453995282096566
-1.3279733885604,-0.576997261503732,3.59439094887046,-0.0899226416486185,-0.0437483544711586,-0.0470981145745326,-0.0082520678223067
-1.43245817520978,-0.64766570681875,3.8554775946182,-0.0755823823717482,-0.0654775035795565,-0.0289024042776277,-0.00519094173546098
-1.55897459267281,-0.70022492886337,3.7724778254916,-0.0807505697437831,-0.0589859770289042,-0.045765847719247,0.00642675498428361
-1.69331033311342,-0.763484336850171,3.72361588574055,-0.0835352159007244,-0.0549715172104551,-0.0508005245398846,-0.0082878907763454
-1.81084305837876,-0.833069001233454,3.82295377059143,-0.0776716137858838,-0.0629850808675872,-0.0398611114794561,-0.00659958351569622
