X,Y,Theta
6.65488805566053,7.48120920644611,2.40444280001331
6.43566897109571,7.56333783992323,2.18471897664216
6.48488360771969,7.78104321382625,1.78288854418344
6.52167060333935,7.85021106723569,1.20787733613899
6.7026437667625,8.0515949259737,0.621816208311894
6.96032960525553,8.08817410868962,0.0781827749821747
7.06941659284308,7.93106798015932,0.0765154895363268
7.11076786431619,7.84921328495865,-0.564939335463371
7.15147551610963,7.84785479777107,-0.719775834696964
7.08726056809743,7.71159743827484,-1.29646495368792
7.0782064951819,7.73234624997668,-0.456390283102323
7.29485781369832,7.76216914663035,0.485223241521626
7.35126381747907,7.75404639845653,1.08206001180881
7.26034920317856,7.90691336974927,1.29524375770879
7.2788186323943,7.90455492881108,1.7802914999465
7.28386590529212,7.99071866512651,1.80688601171888
7.27253315987669,8.07279564721282,1.65846768262741
7.3758188022978,8.23638809563241,1.67569295677893
7.44552359588535,8.28838569970588,0.951473383095055
7.62486944709575,8.33274231272209,0.591647266920303
7.68059862859518,8.34905462225175,0.178065762188936
7.75685687998878,8.30241628059219,0.704565669508387
7.7471084883381,8.44884770901775,0.989379852218286
7.83624422352704,8.59569326888394,0.346588486953018
7.8271738385304,8.64586782171427,0.0523158553247208
7.90917392667856,8.60400240996102,-0.110567885676282
7.86597982449183,8.51808237425679,-1.2145189598263
7.84153646562816,8.38559832823104,-1.48869192907908
7.74918153730746,8.36172742979017,-1.268040267285
7.77057830535265,8.3120035814687,-0.741401338458177
7.7807280116842,8.30691926333355,-0.21812583480027
8.04738068493062,8.27682227816247,-0.451522126037055
8.05710658303073,8.26289649738536,0.114038523523797
8.17523700473219,8.55218621287364,0.633542390896414
8.37958601358193,8.67261663164611,0.847990417135274
8.52297293506456,8.63665054077087,1.08282153645269
8.78424267391822,8.67913233264797,0.318658808894677
9.00425706844785,8.53221775263698,-0.176826870981333
8.929572316603,8.3073190074042,-0.211180199467691
9.09013118157558,8.39348305728098,0.162160130331325
9.13872391266274,8.51536743879908,0.854340861907814
8.95243135411961,8.65977179614987,1.35913069747401
9.05848359664065,8.72858012150266,0.43173525366806
9.20254055297741,8.74007409200933,0.151256579871191
9.26313659208875,8.83339439960131,0.457049032022939
9.38463615035634,8.7889973192416,0.0705061648977697
9.50138394056147,8.93161192348194,0.116752812999038
9.59859588189813,9.00096022324812,-0.0827542084676257
9.68645800103957,9.05952215702631,0.101319009753323
9.70741547102239,9.09356902570802,0.0815942787634036
9.81611652432782,9.04511327632808,-0.488459698785564
9.89640334011408,9.01995773689432,-0.161192152948709
9.91114704496416,8.92406433308785,-0.180580769132846
10.1254008438536,8.91925014973156,-0.145136916575917
10.2094627063518,8.97265240744095,0.290215716251229
10.3673393898714,9.02691300092342,-0.313942604459455
10.4866426706973,8.95714031721812,-0.206784932287818
10.5782177579252,8.90859786635491,-0.195865667452657
10.6755113466369,8.83123238420948,-0.205212785777349
10.7997141096255,8.80375252638994,-0.234979676812491
