theta_array,theta_org,x_array,y_array,xi_x_array,xi_y_array,fmpi_x_array,fmpi_y_array
3.15201034887706,0,0,0,0,0,0,0
3.15330258720629,1.56365191900994,-0.0726629323469853,-0.112345041829601,0.0273302116040934,-0.111174075229366,-0.0999931439510786,-0.00117096660023507
3.17774856591326,1.56363154698444,-0.0881892420961807,-0.128918668520253,0.0844083348711245,-0.0129588231537551,-0.0999346446203199,-0.00361480353689649
3.1944528553584,1.56346098437722,-0.240136578797656,-0.0837294773596683,-0.0520870142195605,0.0504727499809296,-0.0998603224819145,-0.00528355882034523
3.22024727629008,1.56335183691625,-0.335416167970959,-0.0802704361618448,0.00441124278269463,0.0113163959639613,-0.0996908319559981,-0.0078573547661378
3.24521128067714,1.56318083847361,-0.291227164382099,0.0902246418010354,0.143652642753434,0.180838408381053,-0.0994636391645736,-0.0103433304181731
3.27721820947026,1.56303777480727,-0.28727716845142,0.0599712480541108,0.103031690287649,-0.0167323788681582,-0.0990816943569708,-0.0135210148787664
3.29047577567657,1.56283616198946,-0.377480281934135,-0.0508672993569431,0.00869062305192486,-0.0960051771191296,-0.0988937365346393,-0.0148333702919243
3.320269700634,1.56274394191716,-0.523947925653597,-0.0812271271556034,-0.048059675773597,-0.0125870439771682,-0.0984079679458656,-0.017772783821492
3.32910282728682,1.56256379269212,-0.749459545290866,-0.0776269765299749,-0.127264477973295,0.0222414798394734,-0.0982471416639744,-0.0186413292138449
3.36000565588734,1.56250959176474,-0.890722466494946,-0.179604162366735,-0.0436386661873852,-0.0803091256458871,-0.097624255016695,-0.021668060190873
3.38828935793819,1.56232429511171,-0.991592977237078,-0.265427616443734,-0.00389807250402895,-0.0614032529689542,-0.0969724382381026,-0.0244202011080452
3.38485139234103,1.56216253172216,-1.133683774189,-0.221762197779892,-0.0450349761554309,0.0677520882036503,-0.0970558207964884,-0.0240866695398083
3.39702177434007,1.56218154033317,-1.19568704784126,-0.22720548327623,0.0347522226335247,0.0198227774832902,-0.0967554962857897,-0.0252660629796282
3.42366025911261,1.56211603724757,-1.34066635037008,-0.257150076351052,-0.0489311035287204,-0.00211037907768812,-0.0960481990000946,-0.0278342139971335
3.44324489119738,1.56197463594027,-1.51921296281217,-0.276606029049194,-0.0830619208653445,0.0102538718468388,-0.0954846915767469,-0.0297098245449805
