Alpha_0__Dr_0_1__H_0_5,Alpha_0__Dr_0_5__H_0_5,Alpha_0__Dr_0__H_0_5,Alpha_0__Dr_100__H_0_5,Alpha_0__Dr_10__H_0_5,Alpha_0__Dr_1__H_0_5,Alpha_0__Dr_5__H_0_5
0,0,0,0,0,0,0
0.0035830490066144,-0.00851162995910296,-0.00766945130422331,0.00317198821540948,0.00207777942488245,0.000720252587117411,0.000252036149052149
0.00310217098296301,-0.00957943518737831,-0.00766945130422331,-0.00153881249239228,0.0048193317336145,0.000767208083331702,0.00288433525307048
0.00366200960453875,-0.00915521492456083,-0.00766945130422331,-0.00462176023956318,0.00438258161893735,0.00121782613047328,0.00713133948875502
0.00370894353707118,-0.0114030426621565,-0.00766945130422331,0.000217664629175786,-0.00324932472541831,0.00208059753653801,0.0096085126558167
0.00381749973083721,-0.0101597407883947,-0.00766945130422331,0.00108335218718422,-0.00773090934022369,0.000688668160093646,0.0094458222923667
0.00398596830896397,-0.0110102203240395,-0.00766945130422331,0.00298372801634565,-0.00487259093468648,-0.000493750126347148,0.00596169321021641
0.00328150829210908,-0.0111992876011775,-0.00766945130422331,0.00332632724420466,-0.00593375262652992,0.00204610406922251,0.0052386342823031
0.00414950612379735,-0.0119587485602823,-0.00766945130422331,-0.00062056663803574,-0.0121578063579726,0.00318571407756007,0.000557281083532992
0.00361752859923035,-0.012477596943083,-0.00766945130422331,8.38918677178585e-05,-0.00360439764298422,0.000529596138892551,-0.00437998819785253
0.00320035489123543,-0.0110138459495075,-0.00766945130422331,0.00815997312089446,-0.00718080300822654,0.0026042442804611,-0.00129740749364178
0.00257203333886444,-0.0077751312123734,-0.00766945130422331,0.00400363737561187,0.00377049057322766,0.00635398239239636,-0.00192117495882367
0.00177529540937989,-0.00664690122516842,-0.00766945130422331,-0.0044929825640816,0.00336782265629757,0.00454642000868033,-0.00341709823180712
0.00243239795935303,-0.00797002736126399,-0.00766945130422331,-0.00573926298390357,0.00343274375874418,0.00523350425755301,0.00196874853058546
0.00333772244631785,-0.00566572019009979,-0.00766945130422331,-0.00371754848090619,0.00302646141587668,0.00190791927203484,-0.00075698204072655
0.00311421876925713,-0.00160128258156549,-0.00766945130422331,0.00103873359463297,0.0014476107149361,0.00278809517295034,-0.00293168863578424
0.00383749765062838,-0.00156465280581645,-0.00766945130422331,-0.00195677669512806,0.00171287918841869,0.00301918603251431,-0.00103446776355943
0.00503786570710504,-0.000740806611561686,-0.00766945130422331,-0.00269528897191716,0.00513739686667506,0.00199677526456192,-0.00107722694425102
0.00577691287606219,-0.00213318781583379,-0.00766945130422331,-0.000379150776792557,0.000116426383038779,0.00324592138096426,-0.00722608039953079
0.00567582414553051,-0.00307829589076287,-0.00766945130422331,-0.0047386067617847,-0.00530923501828258,0.000595907525015885,-0.00564655354663223
0.0050107037897244,-0.00395818955964618,-0.00766945130422331,0.00131225061639573,-0.00186915160507729,0.00035285889109723,0.00254486834534734
0.00514508455194303,-0.00244810359944813,-0.00766945130422331,0.00247760129678039,0.00322118738270877,0.000710379779488724,0.00187880906254363
0.00593312711253092,-0.00474269240197253,-0.00766945130422331,-0.00808704922485042,-0.0146486879148593,-0.00149522299781841,0.000597834254995934
0.00516450313654222,-0.00453200318215456,-0.00766945130422331,-0.00181360232397071,-0.00436632108966943,0.00279045109480603,-0.00464187762306287
0.00568961884794565,-0.00255691716664867,-0.00766945130422331,0.0107684853497967,-0.00607864022749344,0.00577194999521261,-0.00423281172038399
0.00588056451884245,-0.00445010508753556,-0.00766945130422331,0.00750733598331729,-0.0109089503995382,0.001550858513557,-0.00819740702417023
0.00423424922624333,-0.0045486980449665,-0.00766945130422331,0.00698681661896259,-0.00403275493843198,0.000743185609910793,-0.00931715721615004
0.00411717854496265,-0.00376481048958617,-0.00766945130422331,0.00290760949766698,-0.00462209252570786,0.00138196844295449,-0.00483760731609581
0.00374052696692845,-0.00379583867418876,-0.00766945130422331,-0.00328556115156688,-0.00348631789215852,0.00218260264249969,0.00204167782719567
0.00310960650946707,-0.00497544677452651,-0.00766945130422331,0.00521431867725047,0.00415491588831977,0.00693146202915517,0.003216342892238
0.00291633471182585,-0.00404896380252149,-0.00766945130422331,-0.00394492368270023,0.00663307400093361,0.00391009549582258,0.00547736307568979
0.00213861486971486,-0.00413917174782686,-0.00766945130422331,0.00511546400015693,0.00245702925008926,0.00173080245182394,-0.00469191540331946
0.000500357403559185,-0.00458801026008022,-0.00766945130422331,-0.00756416876778575,-0.00371037665874616,0.00221026503909001,1.05663879696619e-05
0.000196173291249063,-0.00204462006131574,-0.00766945130422331,0.00219596488700004,0.00237835545993232,0.00391290273931505,0.00042842487177738
-0.000501116575129423,-0.00276039594365657,-0.00766945130422331,-0.0055762614475134,-0.00215993624211065,0.00686089250640096,-0.00444672103276097
-0.000349797783192189,-0.000353195130377336,-0.00766945130422331,0.00218631931306255,0.00080014742209822,0.00604596470013652,-0.00209127705176261
0.000653373902332361,-0.0014524210645861,-0.00766945130422331,-0.0101784481471956,-0.0036338909788257,0.00682075087214678,-0.00211424601401096
0.000589567770127443,-0.000707016200341273,-0.00766945130422331,0.00204818756999688,0.000618362135311592,0.00594644868975001,-0.00016895791599738
0.00188940030233187,0.000847997444343085,-0.00766945130422331,0.00768465070135157,0.00058702611400663,0.00337080149245916,-0.00512927101415053
0.00197930261600453,0.00262786105145014,-0.00766945130422331,0.00229210475665302,0.00530829696930138,0.00225855006039733,-0.00111980596130994
0.00122288521794334,0.00369824007118003,-0.00766945130422331,-0.00937591155109556,-0.00305460974453707,-0.00130282764419534,0.00396351371286375
0.0018151263093567,0.00260422409744691,-0.00766945130422331,0.00362799644525986,-0.00538241423288003,-0.000849819202166131,0.00576702533487586
0.00230437561926686,0.00159219158950315,-0.00766945130422331,-0.00692642613588317,-0.000599013497549973,-0.00245247181247074,0.00715831895398703
0.00136724914327782,0.000988094432056766,-0.00766945130422331,-0.00626261522940788,0.00268976286264929,-0.00205004777884322,-0.000669348191529915
0.00163900256985885,-0.000166748176912775,-0.00766945130422331,0.00766671782517294,0.00786322513903163,-0.000870321752880122,0.00352867773012723
4.26991925783327e-06,0.00110024739559272,-0.00766945130422331,0.0064157689798084,0.0139067281960955,-0.000895834081402222,-0.000662172265607064
0.000240228935836628,0.0013313708027215,-0.00766945130422331,-0.00196473466922632,0.00288996520815005,0.00130985488847642,-0.00181490246122257
-0.00021643795674333,0.00160415074641371,-0.00766945130422331,0.00608303703385108,-0.00666876958593719,0.00234086835803083,-0.00103355330266414
0.00018075545954604,0.00362562244779204,-0.00766945130422331,0.00317928841466597,0.000867342982147422,0.000395144429819707,0.0029745226709236
0.00102201031645391,0.00591376433983631,-0.00766945130422331,-0.000586933329469104,-0.00475888020749245,-0.00223828653762448,-0.00551548133354747
0.00170155496536739,0.00539474713521762,-0.00766945130422331,0.00522993201326335,-0.00117931082312684,0.00161010305796438,0.00149907383706029
0.00161611039174061,0.00768180342645309,-0.00766945130422331,-0.0060844881831736,0.000568986833587767,-0.000526296734913546,-0.000464595017764547
0.00143152724941381,0.0067248628319512,-0.00766945130422331,-0.00552695861068137,0.00816770626166313,-0.000389549917025081,0.00294840273049024
0.00175324362778725,0.0051067681254967,-0.00766945130422331,0.00763371150000487,0.0119796926567784,-0.000743854027169689,0.0112117735331592
0.000950983715225741,0.00521333891050272,-0.00766945130422331,0.00808335995180131,-0.00515216512441241,7.49669487744765e-05,0.00173935035480348
0.00106257071059415,0.00423004991321782,-0.00766945130422331,0.00391638357517502,0.00156364895682909,-0.00259484479718256,-0.00342413420236326
0.000336834775270343,0.00630820415016012,-0.00766945130422331,0.00274123140141763,0.00409594475904466,-0.000384604747894029,0.00561395428360913
0.000759057309631501,0.00540050755529407,-0.00766945130422331,-0.00732329817292167,-0.00130145241098049,-0.00120446127101138,0.00115524507143579
0.00160947156129501,0.00834625111302722,-0.00766945130422331,-0.00317025528558802,0.00416924537400758,-0.00683864195939608,0.0025714601797372
0.000962086017092749,0.00846765666664095,-0.00766945130422331,0.00977988423573149,0.0039516544688506,-0.00448256270825984,0.00631015057728546
0.00211383725408637,0.00732936609680201,-0.00766945130422331,-0.0068230353862861,0.00310058518665241,-0.00390913716509046,-0.00229049773802903
0.0015333723033834,0.00431757526724831,-0.00766945130422331,-0.00092890629433663,0.00455875407786823,-0.00471975220654144,0.00446353089938904
0.00082035707412072,0.00655969423713897,-0.00766945130422331,0.00445349876790954,0.00572229435177825,-0.00376094339127697,0.00536392014680826
0.000186067879607455,0.00672455572020248,-0.00766945130422331,-0.0098319783633945,0.00368772372189941,-0.0014817210373187,-0.000567836790826348
0.000594208265286745,0.00672598523401404,-0.00766945130422331,0.00465686030788987,0.000971074383728367,-0.00117766205673734,-0.00109024701227816
0.000396303763512917,0.00669937172183056,-0.00766945130422331,0.00562455738790319,0.00288654881599725,-0.000699221252382376,0.00314215526698247
0.00108784612201881,0.00816347381302983,-0.00766945130422331,-0.00195533948565691,0.0027283155330146,-0.00380909680064235,0.00242770235074378
0.00085778583385943,0.00609001574530565,-0.00766945130422331,-0.000194232791413847,0.000105550493654389,-0.00264217429877059,-0.000404853616730651
0.00105675782660045,0.00634639492255565,-0.00766945130422331,0.00100305210623895,0.003577696724509,-0.00331531703937234,-0.00468254997202374
0.00229467770081225,0.00858548234774494,-0.00766945130422331,-0.00637838208394557,0.00668650859873223,-0.0037915828267455,-0.000204355307176192
0.00344172746280794,0.00947100248325643,-0.00766945130422331,-0.002840441528516,-0.000381214988278997,-0.00221583291528056,-0.00194171333742132
0.0027553619003304,0.00963722381846972,-0.00766945130422331,0.001647278664328,-0.00286621409357939,-0.00228294164878146,-0.00121257055177516
0.00125700324932357,0.00795726476141958,-0.00766945130422331,0.00159143252385504,-0.00489977166877571,-0.00600626066449052,0.00236299856087247
0.00235468272588893,0.00512576537437551,-0.00766945130422331,0.00876069602838873,0.00120805760337123,-0.0052507253522289,-0.00655145305942931
0.00195721320427863,0.00396468177103953,-0.00766945130422331,-0.00376649801772809,0.0116603041730417,-0.00109189970523346,-0.00606292505964948
0.00124522685334921,0.00159118447284701,-0.00766945130422331,-0.00183094690338095,0.00887006784898302,0.000732394156200251,-0.0113682496677724
0.00172322687761123,0.00117666526731968,-0.00766945130422331,0.00497690606136131,0.0113698909203566,0.00382243105377212,-0.00630585864365845
0.000746799922908553,-0.000554998390778939,-0.00766945130422331,0.00235374666861277,0.00736939738364391,0.000907763112981776,-0.00615675040614234
0.000344721522974797,-0.000453929711449253,-0.00766945130422331,0.0101084521610837,0.00242006063203391,-0.00114293535220307,-4.65686893278582e-05
-0.000972061402777656,-0.000667764324485897,-0.00766945130422331,-0.00179966166877567,0.00223010986179234,-0.00255541821816326,-0.000920679672269587
-0.00181301509151145,-0.00024868513539416,-0.00766945130422331,0.00191825957867601,-0.00855478384239333,-0.00365102550663228,0.00292491663195246
-0.00221680377866182,0.000329881543951874,-0.00766945130422331,0.00535162145185884,0.00352240294509806,-0.00242634203137191,-0.00434328680534986
-0.00215697135536897,0.00169053723909317,-0.00766945130422331,-4.7938500903745e-05,0.00525237998809165,-0.00380130424671288,0.000529104249008995
-0.00203389978959794,0.000557594356025803,-0.00766945130422331,0.0144148325699517,0.00413136769992269,-0.00467501929712867,-0.00407077821258808
-0.00108999336994285,0.000693939671832081,-0.00766945130422331,-0.00572972912791286,4.61184322707425e-05,-0.00485827930726575,0.00148427848356883
0.000261740887866416,-0.001523816710445,-0.00766945130422331,0.00596143364735081,0.0037659298129012,-0.000869141856579939,-0.00369571484582982
0.000300850251506715,-0.00333958854935798,-0.00766945130422331,0.00319195103793166,-0.000735733751757113,-0.00189350319618849,-0.00536528612185804
0.00136633803490982,-0.00578071407330992,-0.00766945130422331,0.0115836930143571,0.00509805279080282,0.00182004027513006,-0.00189205377396044
0.000798332802564314,-0.00560678221258253,-0.00766945130422331,0.0108377112509814,0.000794973461953676,-0.000887088363321253,-0.0023308909144562
0.00167407637160023,-0.00567082801182377,-0.00766945130422331,-0.00221035992130086,0.00204152536135108,-0.00157313219665489,0.00115679106236387
0.00182235284774122,-0.00252180403613533,-0.00766945130422331,-0.00364056196034465,-0.00200579472117307,0.000181235517184199,-0.00223818110509538
0.0027325158022417,5.04775855370916e-05,-0.00766945130422331,-0.00136366247394379,0.00157029537445951,0.00284187890636919,-0.00350278425316762
0.0022304596128152,-0.000263759576575384,-0.00766945130422331,-0.00491402679453784,0.00577323005282086,0.00273849081463399,-0.000681072487402861
0.00294359765693249,-0.000747496914663345,-0.00766945130422331,0.00374802083674857,0.00216805587027354,0.00326687090676981,-0.00237451754339314
0.00273894189423668,-0.00174351372276967,-0.00766945130422331,-0.00163306093687689,0.00207937453484692,0.00432629149821072,-0.0039017888614423
0.00298383030035577,-0.000888263042405995,-0.00766945130422331,-0.00398560567005132,-0.00315165506808902,0.00849739710722771,-0.00298162586715643
0.00207214600035941,-0.00300678325437475,-0.00766945130422331,-0.00184523821565103,0.00155322308486431,0.00903066984773139,-0.00294275555837595
0.0012722442075107,-0.00333401844353767,-0.00766945130422331,-0.00297536630778277,-0.00614952017271547,0.00929345112277215,-0.00397680396795906
0.00194599796171509,-0.00495593910415065,-0.00766945130422331,-0.00082672953062123,-0.00873892889540052,0.00949205127096572,0.00138749235549678
0.0028825973115956,-0.00604986491734033,-0.00766945130422331,-0.00661229647077802,-0.00714024591560504,0.00885749095758997,-8.56004852178428e-05
0.00167416479541398,-0.00526030692873821,-0.00766945130422331,0.000276144862808944,-0.00217476462208865,0.011914634641639,0.00093841095785455
0.00251624671505373,-0.00135731387514783,-0.00766945130422331,-0.00795061104127365,0.00126634642936278,0.00956118376658171,0.00115442330953087
0.00103280015909905,-0.00267171864314999,-0.00766945130422331,0.00547836185435197,0.000539491413504696,0.0125025995647792,-0.00360891403073688
0.00111923452478475,-0.00527330464909287,-0.00766945130422331,-0.00294022983286154,0.00163899662222988,0.00760396509070085,-0.00231602122372917
0.00132710177560064,-0.00154911567779274,-0.00766945130422331,0.000811942269908171,-0.00398603791241142,0.00466802007691975,-0.0059413414445366
0.00151209133264017,-0.0018930354976029,-0.00766945130422331,0.00813180017945608,-0.000733524553781775,0.00385719756503367,-0.00463444412078144
0.00276215160645224,-0.00362241532073229,-0.00766945130422331,0.0102240985634364,0.00313633430588581,0.00142482679563013,-0.00383673854352978
0.00277618570032559,-0.00503589062915274,-0.00766945130422331,0.00304329164628638,-0.00151488547809111,0.00564438031869885,-0.0078457859712141
0.0036143238040322,-0.00369692547170839,-0.00766945130422331,-0.00190404722239539,-0.000981069773665005,0.00732261139445409,-0.0101916236372926
0.00278352592003173,-0.00498961053583846,-0.00766945130422331,0.00320473280063141,0.0055199038031504,0.00597632888488838,-0.00421826762189379
0.00379050363969504,-0.00521680455777012,-0.00766945130422331,0.00596480648071462,-0.0010001029689065,0.00408934334021417,-0.00108623692792255
0.0036920288599447,-0.000935935717942113,-0.00766945130422331,-0.00288269396574526,-0.00261861545233281,0.00420469622314152,-0.00353827502849585
0.00420145944284287,-0.00130850427097036,-0.00766945130422331,-0.0025008421453045,-0.00336639197802281,0.00407679597819536,-0.00574786712573567
0.00343776730921471,-0.00053892087282061,-0.00766945130422331,-0.000717579926834624,-0.00082072010478236,0.00189279726760227,-0.00554309055076892
0.00313396962689734,0.00119481915314015,-0.00766945130422331,0.00218428229352579,0.00246476113401069,0.00214755074079141,0.00370718178650669
0.00270659972120504,0.00081421716633574,-0.00766945130422331,0.00494464749281649,0.00533765684810735,0.00186796570663688,-0.00268199025160891
0.00225970006171388,0.000954426743277405,-0.00766945130422331,0.00123225506499546,-0.00525396793208182,0.000121883480235077,0.00521253262312312
0.00150887152580176,0.00165845169939989,-0.00766945130422331,-0.00169834625996854,0.00250692056952626,-0.000360620419807274,0.00305286681546998
0.000221653663682559,0.0001136390010043,-0.00766945130422331,0.00622060647041548,0.000501927261897901,-0.00498990506229665,0.00470148615135897
0.000618739579909752,0.000349303108043537,-0.00766945130422331,0.0066746322773806,0.00391514364204723,-0.001291731966964,0.00665095324478366
0.000699015253423993,-0.00241833455380953,-0.00766945130422331,0.00188435158466921,0.00485374269431029,-0.00502836238306634,-0.00270486191646644
-0.0001175937614312,-0.00206023845124023,-0.00766945130422331,0.00395628176835941,0.00630806520075033,-0.00316257076550265,-0.00319275090024348
-6.63678915732412e-05,-0.0033273439397989,-0.00766945130422331,-0.00222068886663778,-0.00224976449799064,-0.00448694929555054,-0.00031800453739904
-0.00087998535042858,-0.00324711068766538,-0.00766945130422331,0.00496132428747576,-0.000698571618832712,-0.00343670775181676,0.00367340826834547
-0.00108397738857174,-0.00659476916660115,-0.00766945130422331,-0.00706889656297938,-0.00130573300993887,-0.00178912079695641,0.00661469226598837
-0.00120867173006808,-0.00444971260209208,-0.00766945130422331,-0.00502022494211739,-0.00209836364545821,-0.00355360990704248,0.00892678184770392
-0.000982804645780242,-0.00803737133694673,-0.00766945130422331,-0.0064867580545373,-0.00272628374386352,-0.00383402457796675,-0.00750871046833317
-0.000470479297282586,-0.00944957835625432,-0.00766945130422331,0.00339564635872526,0.00294200982015334,-0.000622450193898381,-0.00223386679419708
-0.00192450309883025,-0.01137799197931,-0.00766945130422331,0.00610003154846956,-0.00158590774468858,-0.000331491916137883,-0.000484173412492451
-0.000762767548033308,-0.0096170968168698,-0.00766945130422331,-0.00368942882982096,-0.00515144371628629,-0.000149343928852193,0.00421558024373415
-0.00289316610744081,-0.00878836642368554,-0.00766945130422331,-0.0014086596861329,-0.00262168724561227,-0.00119806722722783,0.00978778792842894
-0.00343380434111085,-0.00921604236286365,-0.00766945130422331,0.00564404665943951,-0.00479959337841808,0.000547800881023535,0.00328298322686565
-0.00393771339258726,-0.010668095936124,-0.00766945130422331,0.0119324311851737,-0.00118635779896566,-0.00172123888801706,0.00654295681626797
-0.0033743257705976,-0.00874757970613645,-0.00766945130422331,-0.00769935899928692,0.000362608469162932,-0.00165405641351288,0.00759220535853689
-0.00381935918952628,-0.00863655255707957,-0.00766945130422331,-0.0043931672493872,0.0099776030044677,-0.00210774899568256,0.0109361213656788
-0.00388599287163134,-0.00650680759793482,-0.00766945130422331,-0.000406270062084582,0.000844528416421376,-0.00491034933685983,0.00438704291306127
-0.00379627074286437,-0.00662583154004689,-0.00766945130422331,0.0101663521270481,0.00304802745522504,-0.00578570002644844,0.00961591948862765
-0.00313200868990377,-0.00683901054928315,-0.00766945130422331,-0.00072449636019574,0.00439563079224774,-0.00561020163847817,0.00351030690333811
-0.00372795284426867,-0.010156737541731,-0.00766945130422331,-0.00458767826342655,0.00421948797657167,-0.00642409331106537,0.0064148425954439
-0.00370385848420069,-0.0106946928613503,-0.00766945130422331,0.000110210549388747,0.00412655670321893,-0.00898854071610882,-0.000331932979798341
