X,Y,Theta,FmPi_x,FmPi_y,Xi_x,Xi_y
0,0,4.51182261226572,0,0,0,0
0.0974843315419401,-0.0222891252367853,6.05840597360765,0.0974843315419401,-0.0222891252367853,0,-0
0.197338862957135,-0.0276810224772592,6.22924017449685,0.099854531415195,-0.00539189724047396,-0,-0
0.295286790628763,-0.00752653253497762,6.4861202388189,0.097947927671628,0.0201544899422816,-0,-0
0.395282247072306,-0.00847978520213063,6.27365263613352,0.0999954564435433,-0.000953252667153014,-0,-0
0.495150657475421,-0.013608196608711,6.23187868641376,0.0998684104031142,-0.00512841140658033,-0,-0
0.588993057096493,0.0209403783743325,6.63594166597392,0.0938423996210723,0.0345485749830435,-0,0
0.65789936349265,0.0934105166302993,7.09378623528905,0.068906306396157,0.0724701382559668,0,-0
0.749142852894372,0.134332706720736,6.70478643394123,0.0912434894017219,0.0409221900904371,-0,-0
0.823754275130151,0.200914503572085,7.01177489433467,0.0746114222357795,0.0665817968513484,0,0
0.873779202434886,0.287502647380322,7.3300949987297,0.0500249273047343,0.0865881438082377,-0,-0
0.896455459830657,0.384897654185193,7.62522926095128,0.0226762573957715,0.0973950068048702,-0,0
0.910302327996492,0.483934335480549,7.7150666003546,0.0138468681658343,0.0990366812953564,0,0
0.843149257155114,0.55803200802546,8.59025429096061,-0.067153070841378,0.0740976725449111,-0,0
0.743158910488444,0.559421458808768,9.41088300582465,-0.0999903466666696,0.00138945078330789,-0,-0
0.645916685339682,0.536098730663942,9.66017313656304,-0.097242225148762,-0.0233227281448265,0,0
0.573327671125806,0.604879796484832,8.66630931344041,-0.072589014213876,0.0687810658208907,0,0
0.477242643397059,0.577172984211206,9.70551938542276,-0.0960850277287468,-0.0277068122736263,0,0
0.381124823902027,0.604765823418516,9.145222502449,-0.096117819495032,0.0275928392073098,0,0
0.362748181430205,0.703062817327093,8.03879840162061,-0.0183766424718224,0.098296993908577,0,0
0.264342685845023,0.685276349475527,9.60359406364652,-0.0984054955851816,-0.0177864678515661,0,-0
0.320432902227059,0.768064558939293,7.25850651073007,0.0560902163820355,0.0827882094637663,-0,-0
0.294444874766578,0.864628643508626,8.11687984938429,-0.0259880274604804,0.0965640845693331,-0,-0
0.305922314584181,0.963967801826146,7.7389537399011,0.011477439817603,0.09933915831752,-0,-0
0.333332027560152,1.06013800321189,7.57633088271944,0.0274097129759703,0.0961702013857459,-0,0
0.327932621513345,1.15999212888701,7.90800196426196,-0.00539940604680709,0.0998541256751152,-0,0
0.325529045978341,1.25996323883707,7.87801970423927,-0.00240357553500312,0.0999711099500628,-0,0
0.359815513721461,1.35390171939589,7.50401690198957,0.0342864677431195,0.0939384805588212,-0,0
0.273227090607559,1.30387727554443,9.94865901265744,-0.0865884231139022,-0.0500244438514598,-0,0
0.297101092629339,1.20676892354799,11.2366424323462,0.0238740020217801,-0.0971083519964377,-0,0
0.393341211503052,1.23393212511139,12.8414590157634,0.0962401188737134,0.027163201563393,0,-0
0.491278877549038,1.25413642092849,12.7698140660259,0.097937666045986,0.020204295817101,-0,0
0.534638188004007,1.164025543689,11.4440506830896,0.0433593104549685,-0.0901108772394857,0,0
0.533711888886493,1.06402983393131,10.9863111639186,-0.000926299117514208,-0.0999957097576936,-0,-0
0.462297535144998,0.99402990479074,10.2001744651501,-0.071414353741495,-0.0699999291405686,-0,0
0.362507440904608,0.987554019407711,9.48958216353265,-0.0997900942403898,-0.00647588538302915,-0,-0
0.306238607266205,1.07022093153689,8.45161585855416,-0.056268833638403,0.082666912129181,0,-0
0.285781438613033,0.972335773056683,10.7895481676501,-0.0204571686531723,-0.0978851584802092,-0,0
0.304094866538818,0.87402698221066,11.1797479963712,0.0183134279257858,-0.0983087908460228,-0,0
0.321023034705749,0.775470211146912,11.1656750738843,0.0169281681669311,-0.0985567710637483,0,0
0.413384020043917,0.813803595909581,12.9597738031989,0.0923609853381672,0.0383333847626697,0,0
0.419212801282569,0.913633577925366,14.0788460730316,0.00582878123865242,0.0998299820157849,-0,-0
0.411663390969925,1.01334820275007,14.2127329401661,-0.0075494103126438,0.0997146248247034,-0,0
0.34432757199452,1.08727984335754,14.875908677234,-0.0673358189754051,0.0739316406074657,0,0
0.270400139422307,1.15462028227265,14.9691590407468,-0.0739274325722131,0.0673404389151191,0,0
0.170481751785765,1.15865956588658,15.6675594397052,-0.0999183876365421,0.00403928361392472,0,0
0.120564814423423,1.24531000941899,14.6598068572924,-0.049916937362342,0.0866504435324138,-0,0
0.0210085401781664,1.23590000100225,15.8022027817248,-0.0995562742452566,-0.00941000841674708,-0,-0
0.0258623940273275,1.13601786995364,17.3273172128535,0.00485385384916109,-0.0998821310486064,0,0
0.120630333539637,1.10409550098467,18.524645717154,0.0947679395123097,-0.0319223689689725,-0,0
0.220443253596321,1.1102095004742,18.9107340718774,0.0998129200566837,0.00611399948953761,-0,-0
0.298795534976283,1.17234580228366,19.5200370296239,0.0783522813799617,0.062136301809452,-0,-0
0.212345162518157,1.2226084434981,21.4645144156297,-0.0864503724581255,0.0502626412144386,0,-0
0.223207021605344,1.32201679333436,20.3115189351903,0.0108618590871865,0.0994083498362693,0,-0
0.123387886791978,1.31600511094829,22.0513016686989,-0.0998191348133662,-0.00601168238607333,0,0
0.025594657861726,1.33689731943364,21.7806759844399,-0.0977932289302516,0.0208922084853519,-0,0
0.0709258758148242,1.42603250148253,19.94987449934,0.0453312179530982,0.0891351820488897,0,0
0.156268244456388,1.37391071990662,18.3012786148782,0.0853423686415637,-0.0521217815759155,-0,0
0.164910309232631,1.27428484617693,17.3652881781653,0.0086420647762428,-0.0996258737296854,-0,-0
0.26474352223042,1.26851166832257,18.7917920251992,0.0998332129977891,-0.00577317785435969,-0,-0
0.357731550246332,1.30529789734529,19.2262649852801,0.0929880280159125,0.0367862290227181,0,-0
0.451287845087292,1.34061389507481,19.2105025023493,0.0935562948409594,0.0353159977295202,0,0
0.539661220600104,1.29381489401206,18.3625409455077,0.0883733755128125,-0.0467990010627517,0,-0
0.63908840535381,1.3045029682985,18.9566412095431,0.0994271847537058,0.0106880742864399,-0,-0
0.649588989659547,1.20505580780993,17.3839593713221,0.0105005843057366,-0.0994471604885636,-0,-0
0.689729688607146,1.11346582862008,17.6918121074071,0.0401406989475997,-0.0915899791898556,0,-0
0.787921745934153,1.13239516769702,19.039998398546,0.0981920573270066,0.0189293390769424,-0,0
0.873280110952096,1.08029958706427,18.3015855959016,0.0853583650179433,-0.0520955806327519,0,0
0.884346938401008,0.980913846989468,17.3896550244138,0.0110668274489113,-0.0993857400748016,-0,0
0.851965577765673,0.886301757469131,16.9490020918347,-0.0323813606353347,-0.0946120895203377,0,-0
0.754941849288525,0.862086140351396,15.9525508181019,-0.0970237284771477,-0.0242156171177344,0,0
0.65522178943026,0.8695634167181,15.6331206530655,-0.0997200598582649,0.00747727636670362,-0,-0
0.55564367941023,0.87873947277932,15.6160734463044,-0.0995781100200307,0.00917605606122024,0,0
0.45590981251687,0.886030274826949,15.6349905010828,-0.0997338668933592,0.00729080204762947,-0,0
0.463264298722812,0.786301083851355,17.3523709175093,0.00735448620594135,-0.0997291909755946,-0,-0
0.462954772309933,0.686301562885503,17.2756643256726,-0.00030952641287916,-0.0999995209658513,0,-0
0.547526031124145,0.632937696996875,18.2866586905389,0.084571258814212,-0.0533638658886289,0,-0
0.550152273294298,0.73290320530881,20.3940868067646,0.00262624217015342,0.0999655083119358,-0,-0
0.629576560990919,0.793663245827925,19.5025917727739,0.0794242876966205,0.0607600405191147,0,0
0.687592516150527,0.712212960703082,17.8976841600744,0.0580159551596084,-0.0814502851248435,-0,0
0.733184644037876,0.623210950193747,17.7521666561841,0.0455921278873486,-0.0890020105093343,0,0
0.747413605042093,0.524228443311266,17.4215337732041,0.014228961004217,-0.0989825068824814,-0,0
0.721651095907801,0.4276039478502,17.0181960745186,-0.0257625091342916,-0.0966244954610659,0,-0
0.631933254189745,0.383437117791276,16.1654205891124,-0.0897178417180559,-0.0441668300589239,-0,-0
0.567433871372893,0.307018339887902,16.5777443878725,-0.0644993828168518,-0.076418777903374,0,-0
0.482514609126196,0.254210017632062,16.2643050687121,-0.0849192622466973,-0.05280832225584,-0,0
0.541130120136702,0.173190131992935,17.905064630305,0.0586155110105056,-0.0810198856391275,-0,0
0.44398170412056,0.149479685654778,15.9473475007967,-0.0971484160161421,-0.0237104463381563,-0,0
0.443149207712115,0.0494831509661706,17.2704345344961,-0.000832496408444949,-0.0999965346886077,0,-0
0.459146942645525,-0.0492289175817043,17.4394273014559,0.01599773493341,-0.0987120685478749,0,-0
0.463518164306614,-0.149133334006553,17.3224857439149,0.00437122166108897,-0.0999044164248489,0,-0
0.451406510803146,-0.248397163518677,17.1573449736934,-0.0121116535034674,-0.0992638295121236,0,0
0.505782375415112,-0.332321327784407,17.8536688618745,0.0543758646119657,-0.0839241642657297,-0,-0
0.419134341827309,-0.382242448318375,16.2306514611604,-0.086648033587803,-0.0499211205339681,-0,0
0.32076106430727,-0.400206252758564,15.8885817658489,-0.0983732775200392,-0.0179638044401891,-0,-0
0.311807623830793,-0.499804625755487,17.1891051323011,-0.00895344047647693,-0.0995983729969229,-0,-0
0.244735911104511,-0.5739759500794,16.5435843769884,-0.0670717127262819,-0.0741713243239132,0,0
0.317460988895447,-0.642613134318719,18.093067557506,0.0727250777909367,-0.0686371842393189,0,-0
0.410153948792565,-0.68013666274438,18.4649053282285,0.0926929598971172,-0.0375235284256615,0,0
0.457107203493739,-0.768428179171309,17.7675208554784,0.0469532547011747,-0.0882915164269287,0,0
0.502747855641909,-0.857405315962115,17.7527119364639,0.0456406521481697,-0.0889771367908058,-0,0
0.597930647720694,-0.826742046532928,19.1612092030462,0.0951827920787845,0.0306632694291864,0,0
0.522543183579933,-0.761040218168525,21.2742918536428,-0.0753874641407604,0.0657018283644037,0,0
0.483910154201261,-0.853276268826749,23.1652952432669,-0.0386330293786723,-0.092236050658225,0,-0
0.498325182729044,-0.95223184953114,23.7065991376382,0.0144150285277831,-0.0989555807043908,0,0
0.597280183829139,-0.937812842724837,25.2774356672205,0.098955001100095,0.0144190068063028,-0,0
0.58040827787517,-1.03637926088782,23.3924149486105,-0.0168719059539687,-0.0985664181629851,0,-0
0.598339459824208,-1.13475848996546,23.742231790418,0.017931181949038,-0.0983792290776386,-0,-0
0.640141463391134,-1.22560227069805,23.9932095996648,0.0418020035669261,-0.0908437807325889,-0,-0
0.730594615690874,-1.18296159482348,25.5732577798839,0.09045315229974,0.042640675874569,-0,-0
0.792949851117656,-1.10478343537424,26.0302591196571,0.0623552354267821,0.0781781594492387,-0,0
0.771897040583775,-1.20254221589356,23.349829760868,-0.0210528105338815,-0.0977587805193195,-0,0
0.830635620226868,-1.28347292243633,24.1897697665539,0.0587385796430938,-0.0809307065427698,-0,-0
0.928261559814488,-1.30513339149022,24.9144059844686,0.0976259395876196,-0.0216604690538881,-0,-0
0.877138776072929,-1.39107791419245,23.0253320781607,-0.0511227837415592,-0.085944522702228,-0,0
0.959432915982192,-1.447890540752,24.5285140424103,0.0822941399092628,-0.0568126265595482,-0,0
0.981774575458583,-1.54536284580241,23.7872631680422,0.022341659476391,-0.0974723050504141,-0,-0
0.957496277525525,-1.64237090860893,23.3167112636968,-0.0242782979330572,-0.0970080628065199,-0,0
1.00677056496665,-1.72938840453457,24.0771839472977,0.049274287441127,-0.0870174959256424,0,0
1.0956303610338,-1.77525709366894,24.6562243256606,0.0888597960671456,-0.0458686891343682,-0,-0
1.19540935252012,-1.76861233197483,25.1992378406056,0.0997789914863268,0.00664476169411056,-0,-0
