X,Y,Theta,FmPi_x,FmPi_y,Xi_x,Xi_y
0,0,2.04260734791066,0,0,0,0
0.0769394214707392,0.227113112749344,1.38059245274522,0.01890590962304,0.0981965711281481,0.0580335118476992,0.128916541621195
-0.0637411822590241,0.102162933569712,-1.57374010207139,-0.000294377102479464,-0.099999566709669,-0.140386226627284,-0.0249506124699623
-0.129709626630266,-0.139396677173777,-8.82238429815261,-0.0823981688191037,-0.0566616428923349,0.016429724447862,-0.184897967851155
0.25778389496248,-0.0768090485226727,-10.6126161511135,-0.0373665959233737,0.0927563340645765,0.424860117516119,-0.030168705413472
0.00225592169957395,0.0620737403771233,-6.9628468520913,0.0777785492409126,-0.0628529814565621,-0.333306522503819,0.201735770356358
-0.198631392230472,0.176053745333498,-4.12212104675462,-0.0556583639892504,0.0830791581447484,-0.145228949940795,0.0309008468116261
0.0928284246695079,0.418673792959786,-3.85441973496252,-0.0756516060773478,0.065397511404623,0.367111422977327,0.177222536221665
0.257266790528525,0.187267216426168,-2.87906390060491,-0.0965736795781407,-0.0259523488867311,0.261012045437157,-0.205454227646887
-0.240527846721915,0.130226434266087,-10.3304266816786,-0.0617175279554563,0.0786825694996514,-0.436077109294983,-0.135723351659733
-0.381251677731002,0.0134684187505484,-10.8778567896275,-0.0117445809657728,0.0993079292802866,-0.128979250043315,-0.216065944795825
-0.24332967040016,0.336904900935004,-13.7415929728724,0.0385337896145671,-0.0922775544644541,0.099388217716275,0.41571403664891
-0.110110116003068,0.296118999079909,-8.72850322614069,-0.0767236756493948,-0.064136398361979,0.209943230046487,0.0233504965068839
-0.57475006550399,-0.0390672026865869,-15.3785293741134,-0.094622563468247,-0.0323507416096998,-0.370017386032675,-0.302835460156796
-0.579963474928859,0.107656470773467,-22.15287877537,-0.0986950153435691,0.0161026068179242,0.0934816059186998,0.13062106664213
-0.308109616328484,0.482592487282248,-11.1851007325105,0.018839384074934,0.0982093560088708,0.253014474525441,0.27672666049991
-0.577296477507168,0.0257322869354942,-9.1388850250849,-0.0959410214584073,-0.0282014255227891,-0.173245839720277,-0.428658774823965
-0.467478426875775,0.333926453333649,-5.16072706316537,0.0433468465575121,0.0901168735227732,0.0664712040738818,0.218077292875382
-0.464040636638439,0.520540217499711,-13.3264609410673,0.072477377977777,-0.0688986914350806,-0.0690395877404417,0.255512455601142
-0.474398425353613,0.603813594449456,-10.3885084032655,-0.057046005551633,0.0821325346656431,0.046688216836459,0.00114084228410211
-0.64949115219213,0.182725322789104,-7.33940372210685,0.049216746494264,-0.0870500537881474,-0.224309473332781,-0.334038217872205
-0.829646537214263,0.275054335216389,-6.20853570692952,0.0997215012244948,0.00745802879674512,-0.279876886246628,0.08487098363054
-0.636398646965008,0.389894189845322,-4.8811442659732,0.0167955446762381,0.0985794587073214,0.176452345573017,0.0162603959216113
-0.407305204886178,0.322381548820909,-3.4176889822849,-0.0962126914601842,0.027260190791471,0.325306133539014,-0.0947728318158842
-0.613287780079106,0.645684411853467,-3.30434149354929,-0.0986785613872415,0.01620313310889,-0.107304013805687,0.307099729923668
-0.622956277319394,0.671944336793539,-10.3933890918384,-0.0566444643711762,0.0824099791050972,0.046975967130889,-0.0561500541650252
-1.00958085819525,0.511179559219121,-15.2174311521333,-0.0882082306228534,-0.0471095324789527,-0.298416350253002,-0.113655245095466
-0.452524339705564,0.59483872353301,-10.166689900581,-0.0737178011871709,0.0675698585770959,0.630774319676855,0.0160893057367938
-0.521684564719777,0.851911007227955,-11.8432377825863,0.0749736301922695,0.066173671318681,-0.144133855206482,0.190898612376263
-0.79347937003353,0.65528216631807,-8.26118212118458,-0.0396040277860936,-0.0918233139410593,-0.23219077752766,-0.104805526968825
-0.667004897797846,0.723654350012245,-5.56401097494374,0.0752349905483644,0.0658763705526308,0.0512394816873195,0.0024958131415436
-0.644471405415881,0.895257072947844,-10.0063609885498,-0.083559406508343,0.0549347393183356,0.106092898890308,0.116667983617264
-0.58688075879128,0.493992305240455,-10.1444173174851,-0.0752043482898156,0.0659113495409107,0.132794994914416,-0.4671761172483
-0.512240533012784,0.894616989750083,-11.1781829214346,0.0181595449349962,0.0983373323196936,0.0564806808434994,0.302287352189935
-0.737407120223972,0.693363729695688,-10.4265268136435,-0.0538829871414609,0.0842414606753299,-0.171283600069727,-0.285494720729726
-0.517208305808485,0.825964169570778,-12.5252198012949,0.0999153424767318,0.00411391999890626,0.120283471938755,0.128486519876184
-0.693917742833954,0.634120870999721,-11.8043064477662,0.0723412418934381,0.0690416158654697,-0.249050678918907,-0.260884914436527
-0.896246886017963,0.505554584054414,-9.27741586498056,-0.0989161840758951,-0.0146829332172981,-0.103412959108114,-0.113883353728008
-0.329729953917944,1.17008329144424,-5.64970053595545,0.0805969571579262,0.059195696607806,0.485919974942092,0.605333010782024
-0.793246505218884,1.08888165240846,-2.45408487522484,-0.0772830009923621,-0.0634613091388332,-0.386233550308577,-0.0177403298969538
-0.36286420613717,0.947816993411744,0.126671914420255,0.0991987835098183,0.0126333427948508,0.331183515571896,-0.153698001791564
-0.6984266809556,1.03972168077814,-4.45229738087457,-0.0257169071662096,0.0966366425627699,-0.309845567652221,-0.00473195519637201
-0.678811598344415,1.10091966751962,-8.59371891517625,-0.0674093878788023,-0.0738645681352378,0.0870244704899881,0.135062554876712
-1.18673881976834,1.16268327571084,-8.66367253195419,-0.0724074014414252,-0.0689722278638315,-0.435519819982504,0.130735836055057
-0.8404733872002,1.29194923659872,-10.7769916534524,-0.0216846200585462,0.0976205780197828,0.36795005262669,0.0316453828680916
-0.594834990575217,1.09777964554521,-5.59345147305013,0.0771415412149167,0.0636331880309898,0.168496855410066,-0.257802779084496
-0.644298994354204,1.16964675408666,-7.09980600451434,0.068468807026369,-0.0728836227446595,-0.117932810805355,0.14475073128611
-0.672086272316189,1.56810262875042,-5.78410887126292,0.0878024967759471,0.047861483051717,-0.115589774737933,0.350594391612046
-0.69358828292499,1.05102396396162,-3.39173846796493,-0.096887633635662,0.024754523798323,0.0753856230268607,-0.541833188587127
-0.639095795805036,1.19268652793516,-11.8303306245109,0.074113294851961,0.067135828930507,-0.0196208077320069,0.0745267350430301
