theta_array,theta_org,x_array,y_array,xi_x_array,xi_y_array,fmpi_x_array,fmpi_y_array
1.9098219474232,0,0,0,0,0,0,0
1.91015665606695,1.57511330366552,-0.0359633696147718,0.0747581847038661,-0.00267497247568413,-0.0195385947528597,-0.0332883971390876,0.0942967794567258
1.91049169656509,1.57511615792944,-0.0663305046032624,0.153477593823252,0.00295285352162106,-0.0155662120838811,-0.0333199885101117,0.0942856212032674
1.91082706965835,1.57511860330611,-0.102691949786239,0.244373852633365,-0.00300983768685927,-0.00337818246335792,-0.033351607496117,0.0942744412734701
1.91116277472734,1.57512200067077,-0.138313369914094,0.332082784236481,-0.00223816610384969,-0.00655430805460321,-0.0333832540240061,0.0942632396577196
1.91149881229461,1.57512520746025,-0.177783929236615,0.416031464652314,-0.00605563119421227,-0.010303335892467,-0.0334149281283079,0.0942520163082998
1.91183518246797,1.57512863893201,-0.22055805607365,0.493232428467225,-0.00932749703262404,-0.0170398073763657,-0.0334466298044113,0.0942407711912772
1.91217188550187,1.57513214856385,-0.263875031018912,0.572088059443018,-0.00983861588377727,-0.0153738732919805,-0.0334783590614849,0.0942295042677732
1.91250892163742,1.57513574995074,-0.301251761885618,0.651615992069001,-0.00386661495930842,-0.0146902828733183,-0.0335101159073974,0.0942182154993014
1.91284629175889,1.57513880017116,-0.329948629357291,0.737758813482529,0.00484503293889115,-0.00806408341222113,-0.0335419004105645,0.0942069048257492
1.91318399681961,1.57514123103834,-0.377206520798943,0.820814504802418,-0.0136841787958157,-0.0111398808646609,-0.0335737126458362,0.0941955721845503
1.91352203552015,1.57514529627843,-0.426612651630603,0.893341819570853,-0.0158005783558486,-0.0216569028202649,-0.033605552475811,0.0941842175886996
1.91386040833936,1.57514921631584,-0.460725863077754,0.970659794727878,-0.00047579151657217,-0.016854865834494,-0.0336374199305794,0.0941728409915187
1.91419911691175,1.57515183594581,-0.501241282839781,1.04660050614147,-0.00684610461302739,-0.0182207308937443,-0.0336693151489988,0.0941614423073341
1.91453816102619,1.57515500247594,-0.541829410040863,1.12853306297158,-0.00688688910503367,-0.0122174646823305,-0.0337012380960491,0.0941500215124426
1.91487754083664,1.57515835057446,-0.581874642192792,1.21464060658045,-0.00631204338086938,-0.00803103496196111,-0.033733188771059,0.0941385785708288
1.91521725661426,1.575161763214,-0.625835355457506,1.29758009663986,-0.0101955460803667,-0.0111876233830692,-0.0337651671843475,0.0941271134424777
1.91555730843982,1.57516543105369,-0.658217053170857,1.37956435717433,0.0014154756149188,-0.0121313655592757,-0.0337971733282698,0.0941156260937518
1.91589769778247,1.57516796579093,-0.690208903683766,1.47039281661892,0.00183735681288752,-0.00327565699942628,-0.0338292073257971,0.0941041164440124
1.9162384247593,1.57517072094626,-0.732644569736371,1.56784218201954,-0.00857439688002337,0.0033567809424265,-0.0338612691725818,0.0940925844581919
1.91657948854101,1.57517464305207,-0.77692878078642,1.65994821218345,-0.0103908522748506,-0.00197499996934708,-0.0338933587751979,0.0940810301332618
1.91692088947149,1.57517855806628,-0.814681974396129,1.74827862147012,-0.00382771745912151,-0.0057390441398022,-0.0339254761505881,0.0940694534264757
1.91726262863254,1.57518172841923,-0.84217840257065,1.83165355372792,0.0064611932105319,-0.0106829220121631,-0.0339576213850525,0.0940578542699621
1.91760470749004,1.57518377113211,-0.868320154228064,1.91164105051582,0.00784804294351309,-0.0140587357947419,-0.0339897946009271,0.0940462325826334
1.91794712662561,1.57518557191589,-0.891393320638665,1.99234607288293,0.0109488294266957,-0.0133295659461566,-0.0340219958372964,0.0940345883132743
1.91828988665881,1.57518709342952,-0.921033964908842,2.07590013051016,0.00441358086657197,-0.0104688637820531,-0.0340542251367495,0.0940229214092796
1.91863298724287,1.57518930260054,-0.956147352859212,2.15371593354914,-0.00102690549940092,-0.0161954288119034,-0.0340864824509692,0.0940112318508792
1.91897642838799,1.57519184212145,-0.99554648918627,2.23594825460658,-0.00528036856188309,-0.0117671985486962,-0.0341187677651743,0.0939995196061453
1.91932020991616,1.57519490021936,-1.02302004620951,2.31380623061138,0.0066775240236225,-0.0161298086447534,-0.0341510810468592,0.0939877846495535
1.91966433342699,1.57519669907945,-1.06331002786953,2.39079596917799,-0.00610655922947174,-0.0169862883282078,-0.0341834224305479,0.0939760268948135
1.92000879809913,1.5751996612944,-1.09712035121844,2.46996032845606,0.000405468474256612,-0.0147998870601719,-0.0342157918231678,0.093964246338241
1.92035360483043,1.57520206680012,-1.13543682972415,2.54650615456064,-0.00406828921253702,-0.0174066168127742,-0.0342481892931782,0.0939524429173539
1.92069875362917,1.5752048060907,-1.17535770232191,2.62909546643828,-0.00564025777236475,-0.0113513047223827,-0.034280614825392,0.0939406166000262
1.92104424452656,1.57520785623384,-1.2195560917157,2.70470352100163,-0.00988532098704516,-0.0183207127899731,-0.0343130684067424,0.0939287673533205
1.92139007767721,1.57521109388057,-1.26594440592277,2.778152759826,-0.0120427641713616,-0.0204676563156671,-0.0343455500357138,0.0939168951400347
1.92173625329181,1.57521446307821,-1.30957942170233,2.84621710414723,-0.00925695606354039,-0.0258406555997577,-0.0343780597160174,0.0939049999209943
1.92208277213424,1.57521741086068,-1.33786418652445,2.91514617896091,0.00612583268113431,-0.0249640068242654,-0.0344105975032593,0.0938930816379391
1.92242963597055,1.57521893582285,-1.37607328045839,2.98512815871034,-0.00376593038687523,-0.0238991604485379,-0.034443163547059,0.0938811401979681
1.92277684419769,1.5752214088263,-1.40217864383341,3.05540193104733,0.00837039439951176,-0.0235954032526099,-0.0344757577745316,0.0938691755896036
1.92312439829494,1.57522274694719,-1.41860307795598,3.12458782464189,0.0180839461856536,-0.0246712941350062,-0.0345083803082267,0.0938571877295649
