theta_array,theta_org,x_array,y_array,xi_x_array,xi_y_array,fmpi_x_array,fmpi_y_array
4.550682250049+0i,0+0i,0+0i,0+0i,0,0,0+0i,0+0i
4.52990580271878+0i,1.56267895701157+0i,-0.0181472077636554+0i,-0.0983396097733905+0i,-0,0,-0.0181472077636554+0i,-0.0983396097733905+0i
4.48604812730964+0i,1.56255580485742+0i,-0.0405885294492669+0i,-0.195789017575608+0i,-0,-0,-0.0224413216856116+0i,-0.0974494078022176+0i
4.57328524656324+0i,1.56231032710873+0i,-0.0544540856101856+0i,-0.294823084200929+0i,-0,-0,-0.0138655561609186+0i,-0.0990340666253205+0i
4.48453191022168+0i,1.56280357724832+0i,-0.077043135901173+0i,-0.392238354086872+0i,-0,0,-0.0225890502909874+0i,-0.0974152698859437+0i
4.50054194197918+0i,1.56229429946073+0i,-0.0980697362906284+0i,-0.490002775407014+0i,-0,0,-0.0210266003894554+0i,-0.0977644213201416+0i
4.46676671352055+0i,1.56237658799766+0i,-0.122385732500604+0i,-0.587001395646255+0i,0,0,-0.0243159962099756+0i,-0.0969986202392408+0i
4.38050301099895+0i,1.56219188461005+0i,-0.154968398294972+0i,-0.681544348264271+0i,0,0,-0.0325826657943676+0i,-0.0945429526180167+0i
4.39504898683946+0i,1.56177021281399+0i,-0.186172446132595+0i,-0.776551229060071+0i,-0,-0,-0.0312040478376232+0i,-0.0950068807957999+0i
4.46010541431929+0i,1.56182982815699+0i,-0.211134034911884+0i,-0.873385722323648+0i,0,-0,-0.0249615887792897+0i,-0.0968344932635765+0i
4.38611264758443+0i,1.56214174063802+0i,-0.243185839227174+0i,-0.968109963361169+0i,-0,0,-0.0320518043152899+0i,-0.0947242410375209+0i
4.39044672901431+0i,1.56177769108583+0i,-0.274826801219441+0i,-1.06297222943258+0i,-0,-0,-0.0316409619922666+0i,-0.094862266071415+0i
4.29597633728188+0i,1.56179132696594+0i,-0.315275027261361+0i,-1.15442681384508+0i,-0,-0,-0.0404482260419202+0i,-0.0914545844124926+0i
4.27192204454664+0i,1.56139349519798+0i,-0.357911215220676+0i,-1.24488208166458+0i,-0,0,-0.0426361879593146+0i,-0.0904552678195029+0i
4.32689820962463+0i,1.561299393468+0i,-0.39551260892794+0i,-1.33754348242709+0i,-0,-0,-0.0376013937072647+0i,-0.0926614007625143+0i
4.28466487949923+0i,1.56149794998687+0i,-0.436992709951379+0i,-1.42853469749253+0i,-0,-0,-0.041480101023439+0i,-0.0909912150654408+0i
4.28460741174644+0i,1.56132951729674+0i,-0.478478039966974+0i,-1.51952352863953+0i,-0,0,-0.041485330015595+0i,-0.0909888311469994+0i
4.24464433933885+0i,1.5613216487101+0i,-0.523565472839633+0i,-1.60878227273194+0i,-0,0,-0.0450874328726584+0i,-0.0892587440924055+0i
4.20000172232702+0i,1.56117633109415+0i,-0.57259140485978+0i,-1.69593993441212+0i,-0,0,-0.0490259320201467+0i,-0.0871576616801756+0i
4.16608122964629+0i,1.56103230873446+0i,-0.624544998882715+0i,-1.78138479422299+0i,-0,-0,-0.0519535940229353+0i,-0.0854448598108747+0i
4.04446000912009+0i,1.56093321430357+0i,-0.686481132807703+0i,-1.85989540060471+0i,0,-0,-0.061936133924988+0i,-0.0785106063817237+0i
4.05455321204855+0i,1.56069378232596+0i,-0.74762170192955+0i,-1.93902713132923+0i,-0,-0,-0.0611405691218471+0i,-0.0791317307245118+0i
3.93803931325196+0i,1.56069720670534+0i,-0.817546833522889+0i,-2.01051472446016+0i,-0,-0,-0.069925131593339+0i,-0.0714875931309358+0i
3.93962242248075+0i,1.56059444418111+0i,-0.887358704870689+0i,-2.08211292708368+0i,-0,-0,-0.0698118713478001+0i,-0.0715982026235171+0i
3.87022549533968+0i,1.56058436120981+0i,-0.961967247068028+0i,-2.14869795115958+0i,-0,0,-0.0746085421973388+0i,-0.066585024075898+0i
3.91948202873795+0i,1.56058348894026+0i,-1.03320687831445+0i,-2.21887568936674+0i,0,0,-0.0712396312464232+0i,-0.0701777382071668+0i
3.97042201198443+0i,1.56056116136506+0i,-1.1007807933758+0i,-2.29258977216835+0i,-0,-0,-0.0675739150613476+0i,-0.0737140828016044+0i
3.89303918428087+0i,1.5605645672928+0i,-1.17385100260776+0i,-2.36085941785951+0i,-0,0,-0.0730702092319651+0i,-0.0682696456911624+0i
