theta_array,theta_org,x_array,y_array,xi_x_array,xi_y_array,fmpi_x_array,fmpi_y_array
4.77429121923161+0i,0+0i,0+0i,0+0i,0,0,0+0i,0+0i
4.74219006893435+0i,1.56417618950511+0i,0.00297966776635061+0i,-0.0999555980423416+0i,-0,-0,0.00297966776635061+0i,-0.0999555980423416+0i
4.71040756467131+0i,1.56393964263024+0i,0.00278152632466312+0i,-0.199955401741994+0i,-0,-0,-0.000198141441687488+0i,-0.0999998036996528+0i
4.67894060372947+0i,1.56371147048794+0i,-0.000562687678417194+0i,-0.299899467262172+0i,0,-0,-0.00334421400308031+0i,-0.0999440655201778+0i
4.64778611449059+0i,1.5634916798409+0i,-0.00701848150517911+0i,-0.399690863314469+0i,-0,0,-0.00645579382676192+0i,-0.0997913960522967+0i
4.6169410560087+0i,1.56328026630245+0i,-0.0165487878792481+0i,-0.499235693719751+0i,0,0,-0.00953030637406896+0i,-0.0995448304052821+0i
4.58640241759845+0i,1.56307721498348+0i,-0.0291141416640663+0i,-0.598443112213845+0i,0,-0,-0.0125653537848182+0i,-0.0992074184940943+0i
4.5561672184336+0i,1.5628825011133+0i,-0.0446728515305285+0i,-0.697225329982486+0i,0,-0,-0.0155587098664622+0i,-0.0987822177686412+0i
4.52623250715562+0i,1.56269609063543+0i,-0.0631811665031855+0i,-0.795497616395661+0i,0,-0,-0.018508314972657+0i,-0.0982722864131741+0i
4.49659536149185+0i,1.56251794077865+0i,-0.0845934372989146+0i,-0.893178293396643+0i,0,0,-0.0214122707957291+0i,-0.097680677000983+0i
4.46725288788297+0i,1.5623480006043+0i,-0.108862272394666+0i,-0.990188723985809+0i,0,-0,-0.0242688350957514+0i,-0.0970104305891651+0i
4.43820222111945+0i,1.56218621153035+0i,-0.135938688781897+0i,-1.08645329522375+0i,-0,0,-0.0270764163872313+0i,-0.0962645712379444+0i
4.40944052398658+0i,1.56203250783306+0i,-0.165772257384677+0i,-1.18189939616257+0i,-0,0,-0.0298335686027802+0i,-0.0954461009388189+0i
4.38096498691799+0i,1.56188681712683+0i,-0.19831124313625+0i,-1.27645739109827+0i,0,-0,-0.0325389857515724+0i,-0.0945579949356952+0i
4.35277282765704+0i,1.56174906082319+0i,-0.233502739725162+0i,-1.37006058852139+0i,-0,0,-0.0351914965889124+0i,-0.0936031974231253+0i
4.32486129092616+0i,1.56161915456942+0i,-0.271292799036974+0i,-1.46264520612718+0i,0,-0,-0.0377900593118117+0i,-0.0925846176057867+0i
4.29722764810358+0i,1.56149700866766+0i,-0.311626555331106+0i,-1.55415033223061+0i,0,0,-0.040333756294132+0i,-0.0915051261034351+0i
4.26986919690729+0i,1.56138252847517+0i,-0.354448344204681+0i,-1.64451788391631+0i,-0,-0,-0.0428217888735751+0i,-0.0903675516856961+0i
4.24278326108609+0i,1.56127561478648+0i,-0.399701816406274+0i,-1.73369256223757+0i,-0,-0,-0.0452534722015932+0i,-0.0891746783212568+0i
4.2159671901172+0i,1.56117616419805+0i,-0.44733004657243+0i,-1.82162180476382+0i,-0,-0,-0.0476282301661556+0i,-0.0879292425262478+0i
4.18941835891059+0i,1.5610840694561+0i,-0.497275636968663+0i,-1.90825573576069+0i,0,0,-0.0499455903962326+0i,-0.0866339309968777+0i
4.16313416751937+0i,1.56099921978843+0i,-0.549480816324513+0i,-1.99354711427238+0i,-0,-0,-0.0522051793558503+0i,-0.0852913785116849+0i
4.13711204085638+0i,1.56092150122058+0i,-0.603887533859135+0i,-2.07745128036148+0i,-0,0,-0.0544067175346221+0i,-0.0839041660891034+0i
4.11134942841659+0i,1.56085079687719+0i,-0.660437548599909+0i,-2.15992609974787+0i,-0,-0,-0.0565500147407742+0i,-0.0824748193863935+0i
4.08584380400512+0i,1.56078698726907+0i,-0.719072514101766+0i,-2.24093190707424+0i,0,0,-0.0586349655018568+0i,-0.0810058073263644+0i
4.06059266547073+0i,1.56072995056647+0i,-0.779734058679321+0i,-2.32043144801295+0i,0,-0,-0.0606615445775555+0i,-0.0794995409387076+0i
4.03559353444462+0i,1.56067956285929+0i,-0.842363861267622+0i,-2.39838982041611+0i,0,0,-0.0626298025883009+0i,-0.0779583724031643+0i
